user_id,rank,movie_id,title,avg_rating,fav_genre
234,5,315,Apt Pupil (1998),4.1,Drama
235,1,1449,Pather Panchali (1955),4.625,Drama
235,2,64,"Shawshank Redemption, The (1994)",4.4452,Drama
235,3,178,12 Angry Men (1957),4.344,Drama
235,4,134,Citizen Kane (1941),4.2929,Drama
235,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
236,1,1449,Pather Panchali (1955),4.625,Drama
236,2,178,12 Angry Men (1957),4.344,Drama
236,3,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
236,4,357,One Flew Over the Cuckoo's Nest (1975),4.2917,Drama
236,5,285,Secrets & Lies (1996),4.2654,Drama
237,1,1449,Pather Panchali (1955),4.625,Drama
237,2,318,Schindler's List (1993),4.4664,Drama
237,3,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
237,4,427,To Kill a Mockingbird (1962),4.2922,Drama
237,5,285,Secrets & Lies (1996),4.2654,Drama
238,1,408,"Close Shave, A (1995)",4.4911,Comedy
238,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
238,3,480,North by Northwest (1959),4.2849,Comedy
238,4,251,Shall We Dance? (1996),4.2609,Comedy
238,5,316,As Good As It Gets (1997),4.1964,Comedy
239,1,1449,Pather Panchali (1955),4.625,Drama
239,2,178,12 Angry Men (1957),4.344,Drama
239,3,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
239,4,357,One Flew Over the Cuckoo's Nest (1975),4.2917,Drama
239,5,127,"Godfather, The (1972)",4.2833,Drama
240,1,408,"Close Shave, A (1995)",4.4911,Thriller
240,2,603,Rear Window (1954),4.3876,Thriller
240,3,12,"Usual Suspects, The (1995)",4.3858,Thriller
240,4,513,"Third Man, The (1949)",4.3333,Thriller
240,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Thriller
241,1,1449,Pather Panchali (1955),4.625,Drama
241,2,318,Schindler's List (1993),4.4664,Drama
241,3,483,Casablanca (1942),4.4568,Drama
241,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
241,5,178,12 Angry Men (1957),4.344,Drama
242,1,1449,Pather Panchali (1955),4.625,Drama
242,2,318,Schindler's List (1993),4.4664,Drama
242,3,483,Casablanca (1942),4.4568,Drama
242,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
242,5,178,12 Angry Men (1957),4.344,Drama
243,1,1449,Pather Panchali (1955),4.625,Drama
243,2,483,Casablanca (1942),4.4568,Drama
243,3,64,"Shawshank Redemption, The (1994)",4.4452,Drama
243,4,178,12 Angry Men (1957),4.344,Drama
243,5,134,Citizen Kane (1941),4.2929,Drama
244,1,408,"Close Shave, A (1995)",4.4911,Comedy
244,2,480,North by Northwest (1959),4.2849,Comedy
244,3,251,Shall We Dance? (1996),4.2609,Comedy
244,4,316,As Good As It Gets (1997),4.1964,Comedy
244,5,170,Cinema Paradiso (1988),4.1736,Comedy
245,1,408,"Close Shave, A (1995)",4.4911,Comedy
245,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
245,3,480,North by Northwest (1959),4.2849,Comedy
245,4,251,Shall We Dance? (1996),4.2609,Comedy
245,5,316,As Good As It Gets (1997),4.1964,Comedy
246,1,127,"Godfather, The (1972)",4.2833,Action
246,2,313,Titanic (1997),4.2457,Action
246,3,515,"Boot, Das (1981)",4.204,Action
246,4,187,"Godfather: Part II, The (1974)",4.1866,Action
246,5,498,"African Queen, The (1951)",4.1842,Action
247,1,1449,Pather Panchali (1955),4.625,Drama
247,2,318,Schindler's List (1993),4.4664,Drama
247,3,483,Casablanca (1942),4.4568,Drama
247,4,178,12 Angry Men (1957),4.344,Drama
247,5,134,Citizen Kane (1941),4.2929,Drama
248,1,313,Titanic (1997),4.2457,Action
248,2,498,"African Queen, The (1951)",4.1842,Action
248,3,173,"Princess Bride, The (1987)",4.1728,Action
248,4,651,Glory (1989),4.076,Action
248,5,1019,"Die xue shuang xiong (Killer, The) (1989)",3.9677,Action
249,1,1449,Pather Panchali (1955),4.625,Drama
249,2,178,12 Angry Men (1957),4.344,Drama
249,3,134,Citizen Kane (1941),4.2929,Drama
249,4,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
249,5,127,"Godfather, The (1972)",4.2833,Drama
250,1,1449,Pather Panchali (1955),4.625,Drama
250,2,318,Schindler's List (1993),4.4664,Drama
250,3,483,Casablanca (1942),4.4568,Drama
250,4,178,12 Angry Men (1957),4.344,Drama
250,5,134,Citizen Kane (1941),4.2929,Drama
251,1,127,"Godfather, The (1972)",4.2833,Action
251,2,174,Raiders of the Lost Ark (1981),4.2524,Action
251,3,515,"Boot, Das (1981)",4.204,Action
251,4,187,"Godfather: Part II, The (1974)",4.1866,Action
251,5,498,"African Queen, The (1951)",4.1842,Action
252,1,1449,Pather Panchali (1955),4.625,Drama
252,2,318,Schindler's List (1993),4.4664,Drama
252,3,483,Casablanca (1942),4.4568,Drama
252,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
252,5,178,12 Angry Men (1957),4.344,Drama
253,1,1449,Pather Panchali (1955),4.625,Drama
253,2,178,12 Angry Men (1957),4.344,Drama
253,3,134,Citizen Kane (1941),4.2929,Drama
253,4,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
253,5,357,One Flew Over the Cuckoo's Nest (1975),4.2917,Drama
254,1,500,Fly Away Home (1996),3.9032,Childrens
254,2,95,Aladdin (1992),3.8128,Childrens
254,3,969,Winnie the Pooh and the Blustery Day (1968),3.8,Childrens
254,4,404,Pinocchio (1940),3.6733,Childrens
254,5,420,Alice in Wonderland (1951),3.6667,Childrens
255,1,408,"Close Shave, A (1995)",4.4911,Thriller
255,2,603,Rear Window (1954),4.3876,Thriller
255,3,12,"Usual Suspects, The (1995)",4.3858,Thriller
255,4,513,"Third Man, The (1949)",4.3333,Thriller
255,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Thriller
256,1,313,Titanic (1997),4.2457,Action
256,2,515,"Boot, Das (1981)",4.204,Action
256,3,498,"African Queen, The (1951)",4.1842,Action
256,4,173,"Princess Bride, The (1987)",4.1728,Action
256,5,651,Glory (1989),4.076,Action
257,1,1449,Pather Panchali (1955),4.625,Drama
257,2,318,Schindler's List (1993),4.4664,Drama
257,3,483,Casablanca (1942),4.4568,Drama
257,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
257,5,178,12 Angry Men (1957),4.344,Drama
258,1,1449,Pather Panchali (1955),4.625,Drama
258,2,318,Schindler's List (1993),4.4664,Drama
258,3,483,Casablanca (1942),4.4568,Drama
258,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
258,5,178,12 Angry Men (1957),4.344,Drama
259,1,1449,Pather Panchali (1955),4.625,Drama
259,2,318,Schindler's List (1993),4.4664,Drama
259,3,483,Casablanca (1942),4.4568,Drama
259,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
259,5,178,12 Angry Men (1957),4.344,Drama
260,1,408,"Close Shave, A (1995)",4.4911,Thriller
260,2,603,Rear Window (1954),4.3876,Thriller
260,3,12,"Usual Suspects, The (1995)",4.3858,Thriller
260,4,513,"Third Man, The (1949)",4.3333,Thriller
260,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Thriller
261,1,408,"Close Shave, A (1995)",4.4911,Comedy
261,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
261,3,480,North by Northwest (1959),4.2849,Comedy
261,4,251,Shall We Dance? (1996),4.2609,Comedy
261,5,316,As Good As It Gets (1997),4.1964,Comedy
262,1,1449,Pather Panchali (1955),4.625,Drama
262,2,483,Casablanca (1942),4.4568,Drama
262,3,178,12 Angry Men (1957),4.344,Drama
262,4,134,Citizen Kane (1941),4.2929,Drama
262,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
263,1,1449,Pather Panchali (1955),4.625,Drama
263,2,178,12 Angry Men (1957),4.344,Drama
263,3,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
263,4,427,To Kill a Mockingbird (1962),4.2922,Drama
263,5,285,Secrets & Lies (1996),4.2654,Drama
264,1,408,"Close Shave, A (1995)",4.4911,Comedy
264,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
264,3,480,North by Northwest (1959),4.2849,Comedy
264,4,251,Shall We Dance? (1996),4.2609,Comedy
264,5,316,As Good As It Gets (1997),4.1964,Comedy
265,1,1449,Pather Panchali (1955),4.625,Drama
265,2,318,Schindler's List (1993),4.4664,Drama
265,3,483,Casablanca (1942),4.4568,Drama
265,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
265,5,178,12 Angry Men (1957),4.344,Drama
266,1,1449,Pather Panchali (1955),4.625,Drama
266,2,318,Schindler's List (1993),4.4664,Drama
266,3,483,Casablanca (1942),4.4568,Drama
266,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
266,5,178,12 Angry Men (1957),4.344,Drama
267,1,313,Titanic (1997),4.2457,Action
267,2,173,"Princess Bride, The (1987)",4.1728,Action
267,3,651,Glory (1989),4.076,Action
267,4,79,"Fugitive, The (1993)",4.0446,Action
267,5,96,Terminator 2: Judgment Day (1991),4.0068,Action
268,1,251,Shall We Dance? (1996),4.2609,Comedy
268,2,316,As Good As It Gets (1997),4.1964,Comedy
268,3,170,Cinema Paradiso (1988),4.1736,Comedy
268,4,1007,Waiting for Guffman (1996),4.1277,Comedy
268,5,1251,A Chef in Love (1996),4.125,Comedy
269,1,1449,Pather Panchali (1955),4.625,Drama
269,2,178,12 Angry Men (1957),4.344,Drama
269,3,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
269,4,1524,Kaspar Hauser (1993),4.25,Drama
269,5,313,Titanic (1997),4.2457,Drama
270,1,1449,Pather Panchali (1955),4.625,Drama
270,2,318,Schindler's List (1993),4.4664,Drama
270,3,483,Casablanca (1942),4.4568,Drama
270,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
270,5,178,12 Angry Men (1957),4.344,Drama
271,1,1449,Pather Panchali (1955),4.625,Drama
271,2,483,Casablanca (1942),4.4568,Drama
271,3,1524,Kaspar Hauser (1993),4.25,Drama
271,4,641,Paths of Glory (1957),4.2121,Drama
271,5,1396,Stonewall (1995),4.2,Drama
272,1,1449,Pather Panchali (1955),4.625,Drama
272,2,318,Schindler's List (1993),4.4664,Drama
272,3,64,"Shawshank Redemption, The (1994)",4.4452,Drama
272,4,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
272,5,427,To Kill a Mockingbird (1962),4.2922,Drama
273,1,1449,Pather Panchali (1955),4.625,Drama
273,2,318,Schindler's List (1993),4.4664,Drama
273,3,483,Casablanca (1942),4.4568,Drama
273,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
273,5,178,12 Angry Men (1957),4.344,Drama
274,1,1449,Pather Panchali (1955),4.625,Drama
274,2,483,Casablanca (1942),4.4568,Drama
274,3,64,"Shawshank Redemption, The (1994)",4.4452,Drama
274,4,178,12 Angry Men (1957),4.344,Drama
274,5,134,Citizen Kane (1941),4.2929,Drama
275,1,127,"Godfather, The (1972)",4.2833,Action
275,2,313,Titanic (1997),4.2457,Action
275,3,172,"Empire Strikes Back, The (1980)",4.2044,Action
275,4,187,"Godfather: Part II, The (1974)",4.1866,Action
275,5,498,"African Queen, The (1951)",4.1842,Action
276,1,1449,Pather Panchali (1955),4.625,Drama
276,2,483,Casablanca (1942),4.4568,Drama
276,3,178,12 Angry Men (1957),4.344,Drama
276,4,134,Citizen Kane (1941),4.2929,Drama
276,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
277,1,1449,Pather Panchali (1955),4.625,Drama
277,2,318,Schindler's List (1993),4.4664,Drama
277,3,483,Casablanca (1942),4.4568,Drama
277,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
277,5,178,12 Angry Men (1957),4.344,Drama
278,1,1449,Pather Panchali (1955),4.625,Drama
278,2,318,Schindler's List (1993),4.4664,Drama
278,3,483,Casablanca (1942),4.4568,Drama
278,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
278,5,178,12 Angry Men (1957),4.344,Drama
279,1,251,Shall We Dance? (1996),4.2609,Comedy
279,2,316,As Good As It Gets (1997),4.1964,Comedy
279,3,1251,A Chef in Love (1996),4.125,Comedy
279,4,478,"Philadelphia Story, The (1940)",4.1154,Comedy
279,5,194,"Sting, The (1973)",4.0581,Comedy
280,1,1449,Pather Panchali (1955),4.625,Drama
280,2,64,"Shawshank Redemption, The (1994)",4.4452,Drama
280,3,178,12 Angry Men (1957),4.344,Drama
280,4,134,Citizen Kane (1941),4.2929,Drama
280,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
281,1,408,"Close Shave, A (1995)",4.4911,Thriller
281,2,603,Rear Window (1954),4.3876,Thriller
281,3,12,"Usual Suspects, The (1995)",4.3858,Thriller
281,4,513,"Third Man, The (1949)",4.3333,Thriller
281,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Thriller
282,1,408,"Close Shave, A (1995)",4.4911,Thriller
282,2,603,Rear Window (1954),4.3876,Thriller
282,3,12,"Usual Suspects, The (1995)",4.3858,Thriller
282,4,513,"Third Man, The (1949)",4.3333,Thriller
282,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Thriller
283,1,408,"Close Shave, A (1995)",4.4911,Comedy
283,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
283,3,480,North by Northwest (1959),4.2849,Comedy
283,4,251,Shall We Dance? (1996),4.2609,Comedy
283,5,316,As Good As It Gets (1997),4.1964,Comedy
284,1,1449,Pather Panchali (1955),4.625,Drama
284,2,318,Schindler's List (1993),4.4664,Drama
284,3,483,Casablanca (1942),4.4568,Drama
284,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
284,5,178,12 Angry Men (1957),4.344,Drama
285,1,1449,Pather Panchali (1955),4.625,Drama
285,2,318,Schindler's List (1993),4.4664,Drama
285,3,483,Casablanca (1942),4.4568,Drama
285,4,178,12 Angry Men (1957),4.344,Drama
285,5,134,Citizen Kane (1941),4.2929,Drama
286,1,480,North by Northwest (1959),4.2849,Comedy
286,2,170,Cinema Paradiso (1988),4.1736,Comedy
286,3,1007,Waiting for Guffman (1996),4.1277,Comedy
286,4,1251,A Chef in Love (1996),4.125,Comedy
286,5,478,"Philadelphia Story, The (1940)",4.1154,Comedy
287,1,408,"Close Shave, A (1995)",4.4911,Comedy
287,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
287,3,480,North by Northwest (1959),4.2849,Comedy
287,4,251,Shall We Dance? (1996),4.2609,Comedy
287,5,316,As Good As It Gets (1997),4.1964,Comedy
288,1,1449,Pather Panchali (1955),4.625,Drama
288,2,483,Casablanca (1942),4.4568,Drama
288,3,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
288,4,285,Secrets & Lies (1996),4.2654,Drama
288,5,1524,Kaspar Hauser (1993),4.25,Drama
289,1,50,Star Wars (1977),4.3585,Action
289,2,127,"Godfather, The (1972)",4.2833,Action
289,3,174,Raiders of the Lost Ark (1981),4.2524,Action
289,4,313,Titanic (1997),4.2457,Action
289,5,172,"Empire Strikes Back, The (1980)",4.2044,Action
290,1,127,"Godfather, The (1972)",4.2833,Action
290,2,313,Titanic (1997),4.2457,Action
290,3,187,"Godfather: Part II, The (1974)",4.1866,Action
290,4,173,"Princess Bride, The (1987)",4.1728,Action
290,5,79,"Fugitive, The (1993)",4.0446,Action
291,1,408,"Close Shave, A (1995)",4.4911,Comedy
291,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
291,3,480,North by Northwest (1959),4.2849,Comedy
291,4,251,Shall We Dance? (1996),4.2609,Comedy
291,5,316,As Good As It Gets (1997),4.1964,Comedy
292,1,1449,Pather Panchali (1955),4.625,Drama
292,2,318,Schindler's List (1993),4.4664,Drama
292,3,178,12 Angry Men (1957),4.344,Drama
292,4,134,Citizen Kane (1941),4.2929,Drama
292,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
293,1,1449,Pather Panchali (1955),4.625,Drama
293,2,318,Schindler's List (1993),4.4664,Drama
293,3,178,12 Angry Men (1957),4.344,Drama
293,4,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
293,5,1524,Kaspar Hauser (1993),4.25,Drama
294,1,174,Raiders of the Lost Ark (1981),4.2524,Action
294,2,172,"Empire Strikes Back, The (1980)",4.2044,Action
294,3,187,"Godfather: Part II, The (1974)",4.1866,Action
294,4,498,"African Queen, The (1951)",4.1842,Action
294,5,173,"Princess Bride, The (1987)",4.1728,Action
295,1,1449,Pather Panchali (1955),4.625,Drama
295,2,64,"Shawshank Redemption, The (1994)",4.4452,Drama
295,3,178,12 Angry Men (1957),4.344,Drama
295,4,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
295,5,127,"Godfather, The (1972)",4.2833,Drama
296,1,1449,Pather Panchali (1955),4.625,Drama
296,2,318,Schindler's List (1993),4.4664,Drama
296,3,64,"Shawshank Redemption, The (1994)",4.4452,Drama
296,4,178,12 Angry Men (1957),4.344,Drama
296,5,1524,Kaspar Hauser (1993),4.25,Drama
297,1,1449,Pather Panchali (1955),4.625,Drama
297,2,318,Schindler's List (1993),4.4664,Drama
297,3,483,Casablanca (1942),4.4568,Drama
297,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
297,5,178,12 Angry Men (1957),4.344,Drama
298,1,1449,Pather Panchali (1955),4.625,Drama
298,2,64,"Shawshank Redemption, The (1994)",4.4452,Drama
298,3,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
298,4,285,Secrets & Lies (1996),4.2654,Drama
298,5,272,Good Will Hunting (1997),4.2626,Drama
299,1,1449,Pather Panchali (1955),4.625,Drama
299,2,64,"Shawshank Redemption, The (1994)",4.4452,Drama
299,3,178,12 Angry Men (1957),4.344,Drama
299,4,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
299,5,427,To Kill a Mockingbird (1962),4.2922,Drama
300,1,408,"Close Shave, A (1995)",4.4911,Comedy
300,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
300,3,480,North by Northwest (1959),4.2849,Comedy
300,4,251,Shall We Dance? (1996),4.2609,Comedy
300,5,316,As Good As It Gets (1997),4.1964,Comedy
301,1,408,"Close Shave, A (1995)",4.4911,Comedy
301,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
301,3,480,North by Northwest (1959),4.2849,Comedy
301,4,251,Shall We Dance? (1996),4.2609,Comedy
301,5,316,As Good As It Gets (1997),4.1964,Comedy
302,1,408,"Close Shave, A (1995)",4.4911,Thriller
302,2,603,Rear Window (1954),4.3876,Thriller
302,3,12,"Usual Suspects, The (1995)",4.3858,Thriller
302,4,513,"Third Man, The (1949)",4.3333,Thriller
302,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Thriller
303,1,169,"Wrong Trousers, The (1993)",4.4661,Comedy
303,2,316,As Good As It Gets (1997),4.1964,Comedy
303,3,1251,A Chef in Love (1996),4.125,Comedy
303,4,478,"Philadelphia Story, The (1940)",4.1154,Comedy
303,5,189,"Grand Day Out, A (1992)",4.1061,Comedy
304,1,408,"Close Shave, A (1995)",4.4911,Thriller
304,2,603,Rear Window (1954),4.3876,Thriller
304,3,12,"Usual Suspects, The (1995)",4.3858,Thriller
304,4,513,"Third Man, The (1949)",4.3333,Thriller
304,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Thriller
305,1,1449,Pather Panchali (1955),4.625,Drama
305,2,1524,Kaspar Hauser (1993),4.25,Drama
305,3,313,Titanic (1997),4.2457,Drama
305,4,641,Paths of Glory (1957),4.2121,Drama
305,5,515,"Boot, Das (1981)",4.204,Drama
306,1,1449,Pather Panchali (1955),4.625,Drama
306,2,318,Schindler's List (1993),4.4664,Drama
306,3,483,Casablanca (1942),4.4568,Drama
306,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
306,5,178,12 Angry Men (1957),4.344,Drama
307,1,127,"Godfather, The (1972)",4.2833,Action
307,2,187,"Godfather: Part II, The (1974)",4.1866,Action
307,3,498,"African Queen, The (1951)",4.1842,Action
307,4,651,Glory (1989),4.076,Action
307,5,79,"Fugitive, The (1993)",4.0446,Action
308,1,1449,Pather Panchali (1955),4.625,Drama
308,2,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
308,3,272,Good Will Hunting (1997),4.2626,Drama
308,4,1524,Kaspar Hauser (1993),4.25,Drama
308,5,1396,Stonewall (1995),4.2,Drama
309,1,1449,Pather Panchali (1955),4.625,Drama
309,2,318,Schindler's List (1993),4.4664,Drama
309,3,483,Casablanca (1942),4.4568,Drama
309,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
309,5,178,12 Angry Men (1957),4.344,Drama
310,1,483,Casablanca (1942),4.4568,Romance
310,2,313,Titanic (1997),4.2457,Romance
310,3,172,"Empire Strikes Back, The (1980)",4.2044,Romance
310,4,966,"Affair to Remember, An (1957)",4.1923,Romance
310,5,498,"African Queen, The (1951)",4.1842,Romance
311,1,1449,Pather Panchali (1955),4.625,Drama
311,2,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
311,3,427,To Kill a Mockingbird (1962),4.2922,Drama
311,4,285,Secrets & Lies (1996),4.2654,Drama
311,5,272,Good Will Hunting (1997),4.2626,Drama
312,1,1449,Pather Panchali (1955),4.625,Drama
312,2,318,Schindler's List (1993),4.4664,Drama
312,3,64,"Shawshank Redemption, The (1994)",4.4452,Drama
312,4,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
312,5,127,"Godfather, The (1972)",4.2833,Drama
313,1,1449,Pather Panchali (1955),4.625,Drama
313,2,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
313,3,285,Secrets & Lies (1996),4.2654,Drama
313,4,272,Good Will Hunting (1997),4.2626,Drama
313,5,1524,Kaspar Hauser (1993),4.25,Drama
314,1,408,"Close Shave, A (1995)",4.4911,Comedy
314,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
314,3,480,North by Northwest (1959),4.2849,Comedy
314,4,251,Shall We Dance? (1996),4.2609,Comedy
314,5,316,As Good As It Gets (1997),4.1964,Comedy
315,1,1449,Pather Panchali (1955),4.625,Drama
315,2,483,Casablanca (1942),4.4568,Drama
315,3,64,"Shawshank Redemption, The (1994)",4.4452,Drama
315,4,134,Citizen Kane (1941),4.2929,Drama
315,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
316,1,1449,Pather Panchali (1955),4.625,Drama
316,2,178,12 Angry Men (1957),4.344,Drama
316,3,134,Citizen Kane (1941),4.2929,Drama
316,4,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
316,5,285,Secrets & Lies (1996),4.2654,Drama
317,1,408,"Close Shave, A (1995)",4.4911,Thriller
317,2,603,Rear Window (1954),4.3876,Thriller
317,3,12,"Usual Suspects, The (1995)",4.3858,Thriller
317,4,513,"Third Man, The (1949)",4.3333,Thriller
317,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Thriller
318,1,408,"Close Shave, A (1995)",4.4911,Comedy
318,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
318,3,251,Shall We Dance? (1996),4.2609,Comedy
318,4,316,As Good As It Gets (1997),4.1964,Comedy
318,5,170,Cinema Paradiso (1988),4.1736,Comedy
319,1,408,"Close Shave, A (1995)",4.4911,Thriller
319,2,603,Rear Window (1954),4.3876,Thriller
319,3,12,"Usual Suspects, The (1995)",4.3858,Thriller
319,4,513,"Third Man, The (1949)",4.3333,Thriller
319,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Thriller
320,1,127,"Godfather, The (1972)",4.2833,Action
320,2,313,Titanic (1997),4.2457,Action
320,3,515,"Boot, Das (1981)",4.204,Action
320,4,187,"Godfather: Part II, The (1974)",4.1866,Action
320,5,498,"African Queen, The (1951)",4.1842,Action
321,1,1449,Pather Panchali (1955),4.625,Drama
321,2,318,Schindler's List (1993),4.4664,Drama
321,3,178,12 Angry Men (1957),4.344,Drama
321,4,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
321,5,427,To Kill a Mockingbird (1962),4.2922,Drama
322,1,1449,Pather Panchali (1955),4.625,Drama
322,2,178,12 Angry Men (1957),4.344,Drama
322,3,134,Citizen Kane (1941),4.2929,Drama
322,4,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
322,5,427,To Kill a Mockingbird (1962),4.2922,Drama
323,1,1449,Pather Panchali (1955),4.625,Drama
323,2,318,Schindler's List (1993),4.4664,Drama
323,3,483,Casablanca (1942),4.4568,Drama
323,4,178,12 Angry Men (1957),4.344,Drama
323,5,134,Citizen Kane (1941),4.2929,Drama
324,1,1449,Pather Panchali (1955),4.625,Drama
324,2,318,Schindler's List (1993),4.4664,Drama
324,3,483,Casablanca (1942),4.4568,Drama
324,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
324,5,178,12 Angry Men (1957),4.344,Drama
325,1,1449,Pather Panchali (1955),4.625,Drama
325,2,318,Schindler's List (1993),4.4664,Drama
325,3,64,"Shawshank Redemption, The (1994)",4.4452,Drama
325,4,178,12 Angry Men (1957),4.344,Drama
325,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
326,1,1449,Pather Panchali (1955),4.625,Drama
326,2,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
326,3,357,One Flew Over the Cuckoo's Nest (1975),4.2917,Drama
326,4,285,Secrets & Lies (1996),4.2654,Drama
326,5,272,Good Will Hunting (1997),4.2626,Drama
327,1,1449,Pather Panchali (1955),4.625,Drama
327,2,483,Casablanca (1942),4.4568,Drama
327,3,134,Citizen Kane (1941),4.2929,Drama
327,4,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
327,5,427,To Kill a Mockingbird (1962),4.2922,Drama
328,1,1449,Pather Panchali (1955),4.625,Drama
328,2,178,12 Angry Men (1957),4.344,Drama
328,3,134,Citizen Kane (1941),4.2929,Drama
328,4,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
328,5,285,Secrets & Lies (1996),4.2654,Drama
329,1,1449,Pather Panchali (1955),4.625,Drama
329,2,318,Schindler's List (1993),4.4664,Drama
329,3,64,"Shawshank Redemption, The (1994)",4.4452,Drama
329,4,178,12 Angry Men (1957),4.344,Drama
329,5,134,Citizen Kane (1941),4.2929,Drama
330,1,408,"Close Shave, A (1995)",4.4911,Comedy
330,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
330,3,480,North by Northwest (1959),4.2849,Comedy
330,4,251,Shall We Dance? (1996),4.2609,Comedy
330,5,316,As Good As It Gets (1997),4.1964,Comedy
331,1,1449,Pather Panchali (1955),4.625,Drama
331,2,318,Schindler's List (1993),4.4664,Drama
331,3,483,Casablanca (1942),4.4568,Drama
331,4,134,Citizen Kane (1941),4.2929,Drama
331,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
332,1,408,"Close Shave, A (1995)",4.4911,Thriller
332,2,603,Rear Window (1954),4.3876,Thriller
332,3,513,"Third Man, The (1949)",4.3333,Thriller
332,4,963,Some Folks Call It a Sling Blade (1993),4.2927,Thriller
332,5,480,North by Northwest (1959),4.2849,Thriller
333,1,408,"Close Shave, A (1995)",4.4911,Comedy
333,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
333,3,480,North by Northwest (1959),4.2849,Comedy
333,4,251,Shall We Dance? (1996),4.2609,Comedy
333,5,170,Cinema Paradiso (1988),4.1736,Comedy
334,1,1449,Pather Panchali (1955),4.625,Drama
334,2,64,"Shawshank Redemption, The (1994)",4.4452,Drama
334,3,178,12 Angry Men (1957),4.344,Drama
334,4,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
334,5,357,One Flew Over the Cuckoo's Nest (1975),4.2917,Drama
335,1,408,"Close Shave, A (1995)",4.4911,Thriller
335,2,603,Rear Window (1954),4.3876,Thriller
