user_id,favorite_genre,avoid_rank,movie_id,title,global_avg_rating
252,Drama,5,375,Showgirls (1995),1.9565
253,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
253,Drama,2,981,Dangerous Ground (1997),1.75
253,Drama,3,1272,Talking About Sex (1994),1.8
253,Drama,4,1165,Big Bully (1996),1.8571
253,Drama,5,375,Showgirls (1995),1.9565
254,Childrens,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
254,Childrens,2,1412,Land Before Time III: The Time of the Great Giving (1995) (V),1.6667
254,Childrens,3,247,Turbo: A Power Rangers Movie (1997),1.8
254,Childrens,4,1336,Kazaam (1996),1.8
254,Childrens,5,894,Home Alone 3 (1997),1.8947
255,Thriller,1,758,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
255,Thriller,2,1274,Robocop 3 (1993),1.7273
255,Thriller,3,1393,Stag (1997),2.1111
255,Thriller,4,1089,Speed 2: Cruise Control (1997),2.1316
255,Thriller,5,1229,Poison Ivy II (1995),2.1538
256,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
256,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
256,Action,3,1087,Bloodsport 2 (1995),1.7
256,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
256,Action,5,976,Solo (1996),1.8333
257,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
257,Drama,2,981,Dangerous Ground (1997),1.75
257,Drama,3,1272,Talking About Sex (1994),1.8
257,Drama,4,1165,Big Bully (1996),1.8571
257,Drama,5,375,Showgirls (1995),1.9565
258,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
258,Drama,2,981,Dangerous Ground (1997),1.75
258,Drama,3,1272,Talking About Sex (1994),1.8
258,Drama,4,1165,Big Bully (1996),1.8571
258,Drama,5,375,Showgirls (1995),1.9565
259,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
259,Drama,2,981,Dangerous Ground (1997),1.75
259,Drama,3,1272,Talking About Sex (1994),1.8
259,Drama,4,1165,Big Bully (1996),1.8571
259,Drama,5,375,Showgirls (1995),1.9565
260,Thriller,1,758,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
260,Thriller,2,1274,Robocop 3 (1993),1.7273
260,Thriller,3,976,Solo (1996),1.8333
260,Thriller,4,743,"Crow: City of Angels, The (1996)",1.9487
260,Thriller,5,1393,Stag (1997),2.1111
261,Comedy,1,1287,Ed (1996),1.3333
261,Comedy,2,104,Theodore Rex (1995),1.4
261,Comedy,3,1246,Bushwhacked (1995),1.5714
261,Comedy,4,1162,Phat Beach (1996),1.6
261,Comedy,5,1509,Getting Even with Dad (1994),1.6
262,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
262,Drama,2,981,Dangerous Ground (1997),1.75
262,Drama,3,1272,Talking About Sex (1994),1.8
262,Drama,4,1165,Big Bully (1996),1.8571
262,Drama,5,375,Showgirls (1995),1.9565
263,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
263,Drama,2,981,Dangerous Ground (1997),1.75
263,Drama,3,1272,Talking About Sex (1994),1.8
263,Drama,4,1165,Big Bully (1996),1.8571
263,Drama,5,375,Showgirls (1995),1.9565
264,Comedy,1,1287,Ed (1996),1.3333
264,Comedy,2,104,Theodore Rex (1995),1.4
264,Comedy,3,1246,Bushwhacked (1995),1.5714
264,Comedy,4,1509,Getting Even with Dad (1994),1.6
264,Comedy,5,1162,Phat Beach (1996),1.6
265,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
265,Drama,2,981,Dangerous Ground (1997),1.75
265,Drama,3,1272,Talking About Sex (1994),1.8
265,Drama,4,1165,Big Bully (1996),1.8571
265,Drama,5,375,Showgirls (1995),1.9565
266,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
266,Drama,2,981,Dangerous Ground (1997),1.75
266,Drama,3,1272,Talking About Sex (1994),1.8
266,Drama,4,1165,Big Bully (1996),1.8571
266,Drama,5,375,Showgirls (1995),1.9565
267,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
267,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
267,Action,3,1087,Bloodsport 2 (1995),1.7
267,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
267,Action,5,976,Solo (1996),1.8333
268,Comedy,1,1287,Ed (1996),1.3333
268,Comedy,2,104,Theodore Rex (1995),1.4
268,Comedy,3,1246,Bushwhacked (1995),1.5714
268,Comedy,4,1162,Phat Beach (1996),1.6
268,Comedy,5,1509,Getting Even with Dad (1994),1.6
269,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
269,Drama,2,981,Dangerous Ground (1997),1.75
269,Drama,3,1272,Talking About Sex (1994),1.8
269,Drama,4,375,Showgirls (1995),1.9565
269,Drama,5,1530,Jefferson in Paris (1995),2.0
270,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
270,Drama,2,981,Dangerous Ground (1997),1.75
270,Drama,3,1272,Talking About Sex (1994),1.8
270,Drama,4,1165,Big Bully (1996),1.8571
270,Drama,5,375,Showgirls (1995),1.9565
271,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
271,Drama,2,981,Dangerous Ground (1997),1.75
271,Drama,3,1272,Talking About Sex (1994),1.8
271,Drama,4,1165,Big Bully (1996),1.8571
271,Drama,5,375,Showgirls (1995),1.9565
272,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
272,Drama,2,981,Dangerous Ground (1997),1.75
272,Drama,3,1272,Talking About Sex (1994),1.8
272,Drama,4,1165,Big Bully (1996),1.8571
272,Drama,5,375,Showgirls (1995),1.9565
273,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
273,Drama,2,981,Dangerous Ground (1997),1.75
273,Drama,3,1272,Talking About Sex (1994),1.8
273,Drama,4,1165,Big Bully (1996),1.8571
273,Drama,5,375,Showgirls (1995),1.9565
274,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
274,Drama,2,981,Dangerous Ground (1997),1.75
274,Drama,3,1272,Talking About Sex (1994),1.8
274,Drama,4,1165,Big Bully (1996),1.8571
274,Drama,5,375,Showgirls (1995),1.9565
275,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
275,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
275,Action,3,1087,Bloodsport 2 (1995),1.7
275,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
275,Action,5,976,Solo (1996),1.8333
276,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
276,Drama,2,981,Dangerous Ground (1997),1.75
276,Drama,3,1272,Talking About Sex (1994),1.8
276,Drama,4,1165,Big Bully (1996),1.8571
276,Drama,5,1214,In the Realm of the Senses (Ai no corrida) (1976),2.0
277,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
277,Drama,2,981,Dangerous Ground (1997),1.75
277,Drama,3,1272,Talking About Sex (1994),1.8
277,Drama,4,1165,Big Bully (1996),1.8571
277,Drama,5,375,Showgirls (1995),1.9565
278,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
278,Drama,2,981,Dangerous Ground (1997),1.75
278,Drama,3,1272,Talking About Sex (1994),1.8
278,Drama,4,1165,Big Bully (1996),1.8571
278,Drama,5,375,Showgirls (1995),1.9565
279,Comedy,1,1287,Ed (1996),1.3333
279,Comedy,2,104,Theodore Rex (1995),1.4
279,Comedy,3,1246,Bushwhacked (1995),1.5714
279,Comedy,4,1509,Getting Even with Dad (1994),1.6
279,Comedy,5,1272,Talking About Sex (1994),1.8
280,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
280,Drama,2,981,Dangerous Ground (1997),1.75
280,Drama,3,1272,Talking About Sex (1994),1.8
280,Drama,4,1165,Big Bully (1996),1.8571
280,Drama,5,375,Showgirls (1995),1.9565
281,Thriller,1,758,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
281,Thriller,2,1274,Robocop 3 (1993),1.7273
281,Thriller,3,976,Solo (1996),1.8333
281,Thriller,4,743,"Crow: City of Angels, The (1996)",1.9487
281,Thriller,5,1393,Stag (1997),2.1111
282,Thriller,1,758,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
282,Thriller,2,1274,Robocop 3 (1993),1.7273
282,Thriller,3,976,Solo (1996),1.8333
282,Thriller,4,743,"Crow: City of Angels, The (1996)",1.9487
282,Thriller,5,1393,Stag (1997),2.1111
283,Comedy,1,1287,Ed (1996),1.3333
283,Comedy,2,104,Theodore Rex (1995),1.4
283,Comedy,3,1246,Bushwhacked (1995),1.5714
283,Comedy,4,1162,Phat Beach (1996),1.6
283,Comedy,5,1509,Getting Even with Dad (1994),1.6
284,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
284,Drama,2,981,Dangerous Ground (1997),1.75
284,Drama,3,1272,Talking About Sex (1994),1.8
284,Drama,4,1165,Big Bully (1996),1.8571
284,Drama,5,375,Showgirls (1995),1.9565
285,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
285,Drama,2,981,Dangerous Ground (1997),1.75
285,Drama,3,1272,Talking About Sex (1994),1.8
285,Drama,4,1165,Big Bully (1996),1.8571
285,Drama,5,375,Showgirls (1995),1.9565
286,Comedy,1,1287,Ed (1996),1.3333
286,Comedy,2,104,Theodore Rex (1995),1.4
286,Comedy,3,1246,Bushwhacked (1995),1.5714
286,Comedy,4,1509,Getting Even with Dad (1994),1.6
286,Comedy,5,1162,Phat Beach (1996),1.6
287,Comedy,1,1287,Ed (1996),1.3333
287,Comedy,2,104,Theodore Rex (1995),1.4
287,Comedy,3,1246,Bushwhacked (1995),1.5714
287,Comedy,4,1509,Getting Even with Dad (1994),1.6
287,Comedy,5,1162,Phat Beach (1996),1.6
288,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
288,Drama,2,981,Dangerous Ground (1997),1.75
288,Drama,3,1272,Talking About Sex (1994),1.8
288,Drama,4,1165,Big Bully (1996),1.8571
288,Drama,5,375,Showgirls (1995),1.9565
289,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
289,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
289,Action,3,1087,Bloodsport 2 (1995),1.7
289,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
289,Action,5,976,Solo (1996),1.8333
290,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
290,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
290,Action,3,1087,Bloodsport 2 (1995),1.7
290,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
290,Action,5,976,Solo (1996),1.8333
291,Comedy,1,1287,Ed (1996),1.3333
291,Comedy,2,104,Theodore Rex (1995),1.4
291,Comedy,3,1246,Bushwhacked (1995),1.5714
291,Comedy,4,1509,Getting Even with Dad (1994),1.6
291,Comedy,5,1162,Phat Beach (1996),1.6
292,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
292,Drama,2,981,Dangerous Ground (1997),1.75
292,Drama,3,1272,Talking About Sex (1994),1.8
292,Drama,4,1165,Big Bully (1996),1.8571
292,Drama,5,375,Showgirls (1995),1.9565
293,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
293,Drama,2,981,Dangerous Ground (1997),1.75
293,Drama,3,1272,Talking About Sex (1994),1.8
293,Drama,4,1165,Big Bully (1996),1.8571
293,Drama,5,375,Showgirls (1995),1.9565
294,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
294,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
294,Action,3,1087,Bloodsport 2 (1995),1.7
294,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
294,Action,5,976,Solo (1996),1.8333
295,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
295,Drama,2,981,Dangerous Ground (1997),1.75
295,Drama,3,1272,Talking About Sex (1994),1.8
295,Drama,4,1165,Big Bully (1996),1.8571
295,Drama,5,375,Showgirls (1995),1.9565
296,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
296,Drama,2,981,Dangerous Ground (1997),1.75
296,Drama,3,1272,Talking About Sex (1994),1.8
296,Drama,4,1165,Big Bully (1996),1.8571
296,Drama,5,375,Showgirls (1995),1.9565
297,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
297,Drama,2,981,Dangerous Ground (1997),1.75
297,Drama,3,1272,Talking About Sex (1994),1.8
297,Drama,4,1165,Big Bully (1996),1.8571
297,Drama,5,375,Showgirls (1995),1.9565
298,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
298,Drama,2,981,Dangerous Ground (1997),1.75
298,Drama,3,1272,Talking About Sex (1994),1.8
298,Drama,4,1165,Big Bully (1996),1.8571
298,Drama,5,375,Showgirls (1995),1.9565
299,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
299,Drama,2,981,Dangerous Ground (1997),1.75
299,Drama,3,1272,Talking About Sex (1994),1.8
299,Drama,4,1165,Big Bully (1996),1.8571
299,Drama,5,375,Showgirls (1995),1.9565
300,Comedy,1,1287,Ed (1996),1.3333
300,Comedy,2,104,Theodore Rex (1995),1.4
300,Comedy,3,1246,Bushwhacked (1995),1.5714
300,Comedy,4,1162,Phat Beach (1996),1.6
300,Comedy,5,1509,Getting Even with Dad (1994),1.6
301,Comedy,1,1287,Ed (1996),1.3333
301,Comedy,2,104,Theodore Rex (1995),1.4
301,Comedy,3,1246,Bushwhacked (1995),1.5714
301,Comedy,4,1509,Getting Even with Dad (1994),1.6
301,Comedy,5,1162,Phat Beach (1996),1.6
302,Thriller,1,758,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
302,Thriller,2,1274,Robocop 3 (1993),1.7273
302,Thriller,3,976,Solo (1996),1.8333
302,Thriller,4,743,"Crow: City of Angels, The (1996)",1.9487
302,Thriller,5,1393,Stag (1997),2.1111
303,Comedy,1,1287,Ed (1996),1.3333
303,Comedy,2,104,Theodore Rex (1995),1.4
303,Comedy,3,1246,Bushwhacked (1995),1.5714
303,Comedy,4,1162,Phat Beach (1996),1.6
303,Comedy,5,1272,Talking About Sex (1994),1.8
304,Thriller,1,758,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
304,Thriller,2,1274,Robocop 3 (1993),1.7273
304,Thriller,3,976,Solo (1996),1.8333
304,Thriller,4,743,"Crow: City of Angels, The (1996)",1.9487
304,Thriller,5,1393,Stag (1997),2.1111
305,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
305,Drama,2,981,Dangerous Ground (1997),1.75
305,Drama,3,1272,Talking About Sex (1994),1.8
305,Drama,4,1165,Big Bully (1996),1.8571
305,Drama,5,375,Showgirls (1995),1.9565
306,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
306,Drama,2,981,Dangerous Ground (1997),1.75
306,Drama,3,1272,Talking About Sex (1994),1.8
306,Drama,4,1165,Big Bully (1996),1.8571
306,Drama,5,375,Showgirls (1995),1.9565
307,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
307,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
307,Action,3,1087,Bloodsport 2 (1995),1.7
307,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
307,Action,5,976,Solo (1996),1.8333
308,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
308,Drama,2,981,Dangerous Ground (1997),1.75
308,Drama,3,1272,Talking About Sex (1994),1.8
308,Drama,4,1165,Big Bully (1996),1.8571
308,Drama,5,375,Showgirls (1995),1.9565
309,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
309,Drama,2,981,Dangerous Ground (1997),1.75
309,Drama,3,1272,Talking About Sex (1994),1.8
309,Drama,4,1165,Big Bully (1996),1.8571
309,Drama,5,375,Showgirls (1995),1.9565
310,Romance,1,545,Vampire in Brooklyn (1995),1.8333
310,Romance,2,1487,Even Cowgirls Get the Blues (1993),2.0
310,Romance,3,1037,Grease 2 (1982),2.0
310,Romance,4,1089,Speed 2: Cruise Control (1997),2.1316
310,Romance,5,1289,Jack and Sarah (1995),2.1429
311,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
311,Drama,2,981,Dangerous Ground (1997),1.75
311,Drama,3,1272,Talking About Sex (1994),1.8
311,Drama,4,1165,Big Bully (1996),1.8571
311,Drama,5,375,Showgirls (1995),1.9565
312,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
312,Drama,2,981,Dangerous Ground (1997),1.75
312,Drama,3,1272,Talking About Sex (1994),1.8
312,Drama,4,1165,Big Bully (1996),1.8571
312,Drama,5,375,Showgirls (1995),1.9565
313,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
313,Drama,2,981,Dangerous Ground (1997),1.75
313,Drama,3,1272,Talking About Sex (1994),1.8
313,Drama,4,1165,Big Bully (1996),1.8571
313,Drama,5,375,Showgirls (1995),1.9565
314,Comedy,1,1287,Ed (1996),1.3333
314,Comedy,2,104,Theodore Rex (1995),1.4
314,Comedy,3,1246,Bushwhacked (1995),1.5714
314,Comedy,4,1509,Getting Even with Dad (1994),1.6
314,Comedy,5,1162,Phat Beach (1996),1.6
315,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
315,Drama,2,981,Dangerous Ground (1997),1.75
315,Drama,3,1272,Talking About Sex (1994),1.8
315,Drama,4,1165,Big Bully (1996),1.8571
315,Drama,5,375,Showgirls (1995),1.9565
316,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
316,Drama,2,981,Dangerous Ground (1997),1.75
316,Drama,3,1272,Talking About Sex (1994),1.8
316,Drama,4,1165,Big Bully (1996),1.8571
316,Drama,5,375,Showgirls (1995),1.9565
317,Thriller,1,758,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
317,Thriller,2,1274,Robocop 3 (1993),1.7273
317,Thriller,3,976,Solo (1996),1.8333
317,Thriller,4,743,"Crow: City of Angels, The (1996)",1.9487
317,Thriller,5,1393,Stag (1997),2.1111
318,Comedy,1,1287,Ed (1996),1.3333
318,Comedy,2,104,Theodore Rex (1995),1.4
318,Comedy,3,1246,Bushwhacked (1995),1.5714
318,Comedy,4,1509,Getting Even with Dad (1994),1.6
318,Comedy,5,1162,Phat Beach (1996),1.6
319,Thriller,1,758,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
319,Thriller,2,1274,Robocop 3 (1993),1.7273
319,Thriller,3,976,Solo (1996),1.8333
319,Thriller,4,743,"Crow: City of Angels, The (1996)",1.9487
319,Thriller,5,1393,Stag (1997),2.1111
320,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
320,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
320,Action,3,1087,Bloodsport 2 (1995),1.7
320,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
320,Action,5,743,"Crow: City of Angels, The (1996)",1.9487
321,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
321,Drama,2,981,Dangerous Ground (1997),1.75
321,Drama,3,1272,Talking About Sex (1994),1.8
321,Drama,4,1165,Big Bully (1996),1.8571
321,Drama,5,375,Showgirls (1995),1.9565
322,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
322,Drama,2,981,Dangerous Ground (1997),1.75
322,Drama,3,1272,Talking About Sex (1994),1.8
322,Drama,4,1165,Big Bully (1996),1.8571
322,Drama,5,375,Showgirls (1995),1.9565
323,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
323,Drama,2,981,Dangerous Ground (1997),1.75
323,Drama,3,1272,Talking About Sex (1994),1.8
323,Drama,4,1165,Big Bully (1996),1.8571
323,Drama,5,375,Showgirls (1995),1.9565
324,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
324,Drama,2,981,Dangerous Ground (1997),1.75
324,Drama,3,1272,Talking About Sex (1994),1.8
324,Drama,4,1165,Big Bully (1996),1.8571
324,Drama,5,375,Showgirls (1995),1.9565
325,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
325,Drama,2,981,Dangerous Ground (1997),1.75
325,Drama,3,1272,Talking About Sex (1994),1.8
325,Drama,4,1165,Big Bully (1996),1.8571
325,Drama,5,375,Showgirls (1995),1.9565
326,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
326,Drama,2,981,Dangerous Ground (1997),1.75
326,Drama,3,1272,Talking About Sex (1994),1.8
326,Drama,4,1165,Big Bully (1996),1.8571
326,Drama,5,375,Showgirls (1995),1.9565
327,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
327,Drama,2,981,Dangerous Ground (1997),1.75
327,Drama,3,1272,Talking About Sex (1994),1.8
327,Drama,4,1165,Big Bully (1996),1.8571
327,Drama,5,375,Showgirls (1995),1.9565
328,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
328,Drama,2,981,Dangerous Ground (1997),1.75
328,Drama,3,1272,Talking About Sex (1994),1.8
328,Drama,4,1165,Big Bully (1996),1.8571
328,Drama,5,375,Showgirls (1995),1.9565
329,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
329,Drama,2,981,Dangerous Ground (1997),1.75
329,Drama,3,1272,Talking About Sex (1994),1.8
329,Drama,4,1165,Big Bully (1996),1.8571
329,Drama,5,375,Showgirls (1995),1.9565
330,Comedy,1,1287,Ed (1996),1.3333
330,Comedy,2,104,Theodore Rex (1995),1.4
330,Comedy,3,1246,Bushwhacked (1995),1.5714
330,Comedy,4,1162,Phat Beach (1996),1.6
330,Comedy,5,1509,Getting Even with Dad (1994),1.6
331,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
331,Drama,2,981,Dangerous Ground (1997),1.75
331,Drama,3,1272,Talking About Sex (1994),1.8
331,Drama,4,1165,Big Bully (1996),1.8571
331,Drama,5,375,Showgirls (1995),1.9565
332,Thriller,1,758,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
332,Thriller,2,1274,Robocop 3 (1993),1.7273
332,Thriller,3,976,Solo (1996),1.8333
332,Thriller,4,743,"Crow: City of Angels, The (1996)",1.9487
332,Thriller,5,1393,Stag (1997),2.1111
333,Comedy,1,1287,Ed (1996),1.3333
333,Comedy,2,104,Theodore Rex (1995),1.4
333,Comedy,3,1246,Bushwhacked (1995),1.5714
333,Comedy,4,1509,Getting Even with Dad (1994),1.6
333,Comedy,5,1162,Phat Beach (1996),1.6
334,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
334,Drama,2,981,Dangerous Ground (1997),1.75
334,Drama,3,1272,Talking About Sex (1994),1.8
334,Drama,4,1165,Big Bully (1996),1.8571
334,Drama,5,375,Showgirls (1995),1.9565
335,Thriller,1,758,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
335,Thriller,2,1274,Robocop 3 (1993),1.7273
335,Thriller,3,976,Solo (1996),1.8333
335,Thriller,4,743,"Crow: City of Angels, The (1996)",1.9487
335,Thriller,5,1393,Stag (1997),2.1111
336,Comedy,1,1287,Ed (1996),1.3333
336,Comedy,2,104,Theodore Rex (1995),1.4
336,Comedy,3,1246,Bushwhacked (1995),1.5714
336,Comedy,4,1162,Phat Beach (1996),1.6
336,Comedy,5,1509,Getting Even with Dad (1994),1.6
337,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
337,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
337,Action,3,1087,Bloodsport 2 (1995),1.7
337,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
337,Action,5,976,Solo (1996),1.8333
338,Comedy,1,1287,Ed (1996),1.3333
338,Comedy,2,104,Theodore Rex (1995),1.4
338,Comedy,3,1246,Bushwhacked (1995),1.5714
338,Comedy,4,1162,Phat Beach (1996),1.6
338,Comedy,5,1509,Getting Even with Dad (1994),1.6
339,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
339,Drama,2,981,Dangerous Ground (1997),1.75
339,Drama,3,1272,Talking About Sex (1994),1.8
339,Drama,4,1165,Big Bully (1996),1.8571
339,Drama,5,375,Showgirls (1995),1.9565
340,Comedy,1,1287,Ed (1996),1.3333
340,Comedy,2,104,Theodore Rex (1995),1.4
340,Comedy,3,1246,Bushwhacked (1995),1.5714
340,Comedy,4,1509,Getting Even with Dad (1994),1.6
340,Comedy,5,1162,Phat Beach (1996),1.6
341,Comedy,1,1287,Ed (1996),1.3333
341,Comedy,2,104,Theodore Rex (1995),1.4
341,Comedy,3,1246,Bushwhacked (1995),1.5714
341,Comedy,4,1509,Getting Even with Dad (1994),1.6
341,Comedy,5,1162,Phat Beach (1996),1.6
342,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
342,Drama,2,981,Dangerous Ground (1997),1.75
342,Drama,3,1272,Talking About Sex (1994),1.8
342,Drama,4,1165,Big Bully (1996),1.8571
342,Drama,5,375,Showgirls (1995),1.9565
343,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
343,Drama,2,981,Dangerous Ground (1997),1.75
343,Drama,3,1272,Talking About Sex (1994),1.8
343,Drama,4,1165,Big Bully (1996),1.8571
343,Drama,5,1392,"Locusts, The (1997)",2.0
344,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
344,Drama,2,981,Dangerous Ground (1997),1.75
344,Drama,3,1272,Talking About Sex (1994),1.8
344,Drama,4,375,Showgirls (1995),1.9565
344,Drama,5,1530,Jefferson in Paris (1995),2.0
345,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
345,Drama,2,981,Dangerous Ground (1997),1.75
345,Drama,3,1272,Talking About Sex (1994),1.8
345,Drama,4,1165,Big Bully (1996),1.8571
345,Drama,5,375,Showgirls (1995),1.9565
346,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
346,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
346,Action,3,1087,Bloodsport 2 (1995),1.7
346,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
346,Action,5,976,Solo (1996),1.8333
347,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
347,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
347,Action,3,1087,Bloodsport 2 (1995),1.7
347,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
347,Action,5,976,Solo (1996),1.8333
348,Comedy,1,1287,Ed (1996),1.3333
348,Comedy,2,104,Theodore Rex (1995),1.4
348,Comedy,3,1246,Bushwhacked (1995),1.5714
348,Comedy,4,1162,Phat Beach (1996),1.6
348,Comedy,5,1509,Getting Even with Dad (1994),1.6
349,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
349,Drama,2,981,Dangerous Ground (1997),1.75
349,Drama,3,1272,Talking About Sex (1994),1.8
349,Drama,4,1165,Big Bully (1996),1.8571
349,Drama,5,375,Showgirls (1995),1.9565
350,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
350,Drama,2,981,Dangerous Ground (1997),1.75
350,Drama,3,1272,Talking About Sex (1994),1.8
350,Drama,4,1165,Big Bully (1996),1.8571
350,Drama,5,375,Showgirls (1995),1.9565
351,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
351,Drama,2,981,Dangerous Ground (1997),1.75
351,Drama,3,1272,Talking About Sex (1994),1.8
351,Drama,4,1165,Big Bully (1996),1.8571
351,Drama,5,375,Showgirls (1995),1.9565
352,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
352,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
352,Action,3,1087,Bloodsport 2 (1995),1.7
352,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
352,Action,5,976,Solo (1996),1.8333
353,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
353,Drama,2,981,Dangerous Ground (1997),1.75
353,Drama,3,1272,Talking About Sex (1994),1.8
353,Drama,4,1165,Big Bully (1996),1.8571
353,Drama,5,375,Showgirls (1995),1.9565
354,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
354,Drama,2,981,Dangerous Ground (1997),1.75
