user_id,favorite_genre,blacklisted_movies.0.title,blacklisted_movies.0.global_avg_rating
504,Drama,Free Willy 3: The Rescue (1997),1.7407
505,Drama,Free Willy 3: The Rescue (1997),1.7407
506,Comedy,Ed (1996),1.3333
507,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
508,Comedy,Ed (1996),1.3333
509,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
510,Drama,Dangerous Ground (1997),1.75
511,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
512,Drama,Free Willy 3: The Rescue (1997),1.7407
513,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
514,Drama,Free Willy 3: The Rescue (1997),1.7407
515,Drama,Free Willy 3: The Rescue (1997),1.7407
516,Drama,Free Willy 3: The Rescue (1997),1.7407
517,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
518,Drama,Free Willy 3: The Rescue (1997),1.7407
519,Drama,Free Willy 3: The Rescue (1997),1.7407
520,Drama,Free Willy 3: The Rescue (1997),1.7407
521,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
522,Drama,Free Willy 3: The Rescue (1997),1.7407
523,Comedy,Ed (1996),1.3333
524,Drama,Free Willy 3: The Rescue (1997),1.7407
525,Drama,Free Willy 3: The Rescue (1997),1.7407
526,Drama,Free Willy 3: The Rescue (1997),1.7407
527,Drama,Free Willy 3: The Rescue (1997),1.7407
528,Comedy,Ed (1996),1.3333
529,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
530,Drama,Free Willy 3: The Rescue (1997),1.7407
531,Drama,Dangerous Ground (1997),1.75
532,Drama,Free Willy 3: The Rescue (1997),1.7407
533,Drama,Free Willy 3: The Rescue (1997),1.7407
534,Comedy,Ed (1996),1.3333
535,Drama,Free Willy 3: The Rescue (1997),1.7407
536,Drama,Free Willy 3: The Rescue (1997),1.7407
537,Drama,Dangerous Ground (1997),1.75
538,Drama,Free Willy 3: The Rescue (1997),1.7407
539,Drama,Free Willy 3: The Rescue (1997),1.7407
540,Drama,Free Willy 3: The Rescue (1997),1.7407
541,Comedy,Ed (1996),1.3333
542,Comedy,Ed (1996),1.3333
543,Drama,Free Willy 3: The Rescue (1997),1.7407
544,Drama,Free Willy 3: The Rescue (1997),1.7407
545,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
546,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
547,Drama,Free Willy 3: The Rescue (1997),1.7407
548,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
549,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
550,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
551,Drama,Free Willy 3: The Rescue (1997),1.7407
552,Comedy,Ed (1996),1.3333
553,Drama,Free Willy 3: The Rescue (1997),1.7407
554,Drama,Free Willy 3: The Rescue (1997),1.7407
555,Comedy,Ed (1996),1.3333
556,Drama,Free Willy 3: The Rescue (1997),1.7407
557,Drama,Free Willy 3: The Rescue (1997),1.7407
558,Drama,Free Willy 3: The Rescue (1997),1.7407
559,Drama,Free Willy 3: The Rescue (1997),1.7407
560,Drama,Free Willy 3: The Rescue (1997),1.7407
561,Drama,Free Willy 3: The Rescue (1997),1.7407
562,Drama,Free Willy 3: The Rescue (1997),1.7407
563,Comedy,Ed (1996),1.3333
564,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
565,Drama,Free Willy 3: The Rescue (1997),1.7407
566,Drama,Free Willy 3: The Rescue (1997),1.7407
567,Drama,Free Willy 3: The Rescue (1997),1.7407
568,Drama,Free Willy 3: The Rescue (1997),1.7407
569,Drama,Free Willy 3: The Rescue (1997),1.7407
570,Drama,Free Willy 3: The Rescue (1997),1.7407
571,Drama,Free Willy 3: The Rescue (1997),1.7407
572,Drama,Free Willy 3: The Rescue (1997),1.7407
573,Drama,Free Willy 3: The Rescue (1997),1.7407
574,Drama,Free Willy 3: The Rescue (1997),1.7407
575,Drama,Free Willy 3: The Rescue (1997),1.7407
576,Drama,Free Willy 3: The Rescue (1997),1.7407
577,Comedy,Ed (1996),1.3333
578,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
579,Comedy,Ed (1996),1.3333
580,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
581,Drama,Free Willy 3: The Rescue (1997),1.7407
582,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
583,Drama,Free Willy 3: The Rescue (1997),1.7407
584,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
585,Drama,Free Willy 3: The Rescue (1997),1.7407
586,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
587,Drama,Free Willy 3: The Rescue (1997),1.7407
588,Drama,Free Willy 3: The Rescue (1997),1.7407
589,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
590,Drama,Free Willy 3: The Rescue (1997),1.7407
591,Comedy,Ed (1996),1.3333
592,Drama,Dangerous Ground (1997),1.75
593,Drama,Free Willy 3: The Rescue (1997),1.7407
594,Drama,Free Willy 3: The Rescue (1997),1.7407
595,Drama,Free Willy 3: The Rescue (1997),1.7407
596,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
597,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
598,Drama,Free Willy 3: The Rescue (1997),1.7407
599,Romance,Vampire in Brooklyn (1995),1.8333
600,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
601,Drama,Free Willy 3: The Rescue (1997),1.7407
602,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
603,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
604,Horror,Amityville: A New Generation (1993),1
605,Drama,Free Willy 3: The Rescue (1997),1.7407
606,Drama,Free Willy 3: The Rescue (1997),1.7407
607,Drama,Free Willy 3: The Rescue (1997),1.7407
608,Drama,Free Willy 3: The Rescue (1997),1.7407
609,Comedy,Ed (1996),1.3333
610,Drama,Free Willy 3: The Rescue (1997),1.7407
611,Drama,Free Willy 3: The Rescue (1997),1.7407
612,Comedy,Ed (1996),1.3333
613,Drama,Free Willy 3: The Rescue (1997),1.7407
614,Drama,Free Willy 3: The Rescue (1997),1.7407
615,Drama,Free Willy 3: The Rescue (1997),1.7407
616,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
617,Horror,Amityville: A New Generation (1993),1
618,Drama,Free Willy 3: The Rescue (1997),1.7407
619,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
620,Childrens,3 Ninjas: High Noon At Mega Mountain (1998),1
621,Comedy,Ed (1996),1.3333
622,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
623,Comedy,Ed (1996),1.3333
624,Drama,Free Willy 3: The Rescue (1997),1.7407
625,Drama,Free Willy 3: The Rescue (1997),1.7407
626,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
627,Drama,Free Willy 3: The Rescue (1997),1.7407
628,Drama,Free Willy 3: The Rescue (1997),1.7407
629,Drama,Free Willy 3: The Rescue (1997),1.7407
630,Drama,Free Willy 3: The Rescue (1997),1.7407
631,Drama,Free Willy 3: The Rescue (1997),1.7407
632,Drama,Free Willy 3: The Rescue (1997),1.7407
633,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
634,Drama,Free Willy 3: The Rescue (1997),1.7407
635,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
636,Drama,Free Willy 3: The Rescue (1997),1.7407
637,Drama,Free Willy 3: The Rescue (1997),1.7407
638,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
639,Drama,Free Willy 3: The Rescue (1997),1.7407
640,Comedy,Ed (1996),1.3333
641,Drama,Free Willy 3: The Rescue (1997),1.7407
642,Comedy,Theodore Rex (1995),1.4
643,Comedy,Ed (1996),1.3333
644,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
645,Drama,Free Willy 3: The Rescue (1997),1.7407
646,Drama,Free Willy 3: The Rescue (1997),1.7407
647,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
648,Comedy,Ed (1996),1.3333
649,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
650,Drama,Free Willy 3: The Rescue (1997),1.7407
651,Drama,Free Willy 3: The Rescue (1997),1.7407
652,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
653,Drama,Free Willy 3: The Rescue (1997),1.7407
654,Drama,Free Willy 3: The Rescue (1997),1.7407
655,Drama,Free Willy 3: The Rescue (1997),1.7407
656,Drama,Free Willy 3: The Rescue (1997),1.7407
657,Drama,Free Willy 3: The Rescue (1997),1.7407
658,Drama,Free Willy 3: The Rescue (1997),1.7407
659,Drama,Free Willy 3: The Rescue (1997),1.7407
660,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
661,Drama,Free Willy 3: The Rescue (1997),1.7407
662,Drama,Free Willy 3: The Rescue (1997),1.7407
663,Drama,Free Willy 3: The Rescue (1997),1.7407
664,Drama,Free Willy 3: The Rescue (1997),1.7407
665,Drama,Free Willy 3: The Rescue (1997),1.7407
666,Drama,Free Willy 3: The Rescue (1997),1.7407
667,Drama,Free Willy 3: The Rescue (1997),1.7407
668,Drama,Free Willy 3: The Rescue (1997),1.7407
669,Drama,Free Willy 3: The Rescue (1997),1.7407
670,Drama,Free Willy 3: The Rescue (1997),1.7407
671,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
672,Comedy,Ed (1996),1.3333
673,Drama,Free Willy 3: The Rescue (1997),1.7407
674,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
675,Drama,Free Willy 3: The Rescue (1997),1.7407
676,Comedy,Ed (1996),1.3333
677,Drama,Dangerous Ground (1997),1.75
678,Drama,Free Willy 3: The Rescue (1997),1.7407
679,Comedy,Ed (1996),1.3333
680,Drama,Free Willy 3: The Rescue (1997),1.7407
681,Drama,Free Willy 3: The Rescue (1997),1.7407
682,Drama,Free Willy 3: The Rescue (1997),1.7407
683,Drama,Free Willy 3: The Rescue (1997),1.7407
684,Comedy,Ed (1996),1.3333
685,Drama,Free Willy 3: The Rescue (1997),1.7407
686,Drama,Free Willy 3: The Rescue (1997),1.7407
687,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
688,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
689,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
690,Comedy,Ed (1996),1.3333
691,Drama,Free Willy 3: The Rescue (1997),1.7407
692,Comedy,Ed (1996),1.3333
693,Drama,Free Willy 3: The Rescue (1997),1.7407
694,Drama,Free Willy 3: The Rescue (1997),1.7407
695,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
696,Drama,Free Willy 3: The Rescue (1997),1.7407
697,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
698,Drama,Free Willy 3: The Rescue (1997),1.7407
699,Drama,Free Willy 3: The Rescue (1997),1.7407
700,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
701,Drama,Free Willy 3: The Rescue (1997),1.7407
702,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
703,Drama,Free Willy 3: The Rescue (1997),1.7407
704,Drama,Free Willy 3: The Rescue (1997),1.7407
705,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
706,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
707,Drama,Free Willy 3: The Rescue (1997),1.7407
708,Comedy,Ed (1996),1.3333
709,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
710,Drama,Free Willy 3: The Rescue (1997),1.7407
711,Drama,Free Willy 3: The Rescue (1997),1.7407
712,Comedy,Ed (1996),1.3333
713,Drama,Free Willy 3: The Rescue (1997),1.7407
714,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
715,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
716,Drama,Free Willy 3: The Rescue (1997),1.7407
717,Drama,Free Willy 3: The Rescue (1997),1.7407
718,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
719,Drama,Free Willy 3: The Rescue (1997),1.7407
720,Drama,Free Willy 3: The Rescue (1997),1.7407
721,Drama,Dangerous Ground (1997),1.75
722,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
723,Drama,Free Willy 3: The Rescue (1997),1.7407
724,Drama,Free Willy 3: The Rescue (1997),1.7407
725,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
726,Comedy,Ed (1996),1.3333
727,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
728,Drama,Free Willy 3: The Rescue (1997),1.7407
729,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
730,Drama,Free Willy 3: The Rescue (1997),1.7407
731,Drama,Free Willy 3: The Rescue (1997),1.7407
732,Drama,Free Willy 3: The Rescue (1997),1.7407
733,Drama,Free Willy 3: The Rescue (1997),1.7407
734,Drama,Free Willy 3: The Rescue (1997),1.7407
735,Drama,Free Willy 3: The Rescue (1997),1.7407
736,Drama,Free Willy 3: The Rescue (1997),1.7407
737,Drama,Free Willy 3: The Rescue (1997),1.7407
738,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
739,Drama,Free Willy 3: The Rescue (1997),1.7407
740,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
741,Comedy,Ed (1996),1.3333
742,Drama,Free Willy 3: The Rescue (1997),1.7407
743,Drama,Free Willy 3: The Rescue (1997),1.7407
744,Drama,Free Willy 3: The Rescue (1997),1.7407
745,Drama,Free Willy 3: The Rescue (1997),1.7407
746,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
747,Drama,Free Willy 3: The Rescue (1997),1.7407
748,Drama,Free Willy 3: The Rescue (1997),1.7407
749,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
750,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
751,Comedy,Ed (1996),1.3333
752,Drama,Free Willy 3: The Rescue (1997),1.7407
753,Drama,Free Willy 3: The Rescue (1997),1.7407
754,Drama,Free Willy 3: The Rescue (1997),1.7407
755,Drama,Free Willy 3: The Rescue (1997),1.7407
756,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
757,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
758,Drama,Free Willy 3: The Rescue (1997),1.7407
759,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
760,Romance,Vampire in Brooklyn (1995),1.8333
761,Drama,Dangerous Ground (1997),1.75
762,Romance,Vampire in Brooklyn (1995),1.8333
763,Drama,Free Willy 3: The Rescue (1997),1.7407
764,Drama,Free Willy 3: The Rescue (1997),1.7407
765,Drama,Free Willy 3: The Rescue (1997),1.7407
766,Drama,Free Willy 3: The Rescue (1997),1.7407
767,Drama,Free Willy 3: The Rescue (1997),1.7407
768,Drama,Free Willy 3: The Rescue (1997),1.7407
769,Comedy,Ed (1996),1.3333
770,Drama,Free Willy 3: The Rescue (1997),1.7407
771,Comedy,Ed (1996),1.3333
772,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
773,Drama,Free Willy 3: The Rescue (1997),1.7407
774,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
775,Drama,Free Willy 3: The Rescue (1997),1.7407
776,Horror,Children of the Corn: The Gathering (1996),1.3158
777,Drama,Free Willy 3: The Rescue (1997),1.7407
778,Drama,Free Willy 3: The Rescue (1997),1.7407
779,Comedy,Ed (1996),1.3333
780,Drama,Free Willy 3: The Rescue (1997),1.7407
781,Drama,Free Willy 3: The Rescue (1997),1.7407
782,Drama,Free Willy 3: The Rescue (1997),1.7407
783,Drama,Free Willy 3: The Rescue (1997),1.7407
784,Drama,Free Willy 3: The Rescue (1997),1.7407
785,Comedy,Ed (1996),1.3333
786,Drama,Free Willy 3: The Rescue (1997),1.7407
787,Drama,Free Willy 3: The Rescue (1997),1.7407
788,Drama,Free Willy 3: The Rescue (1997),1.7407
789,Drama,Free Willy 3: The Rescue (1997),1.7407
790,Comedy,Ed (1996),1.3333
791,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
792,Drama,Free Willy 3: The Rescue (1997),1.7407
793,Drama,Free Willy 3: The Rescue (1997),1.7407
794,Drama,Free Willy 3: The Rescue (1997),1.7407
795,Comedy,Ed (1996),1.3333
796,Drama,Free Willy 3: The Rescue (1997),1.7407
797,Comedy,Ed (1996),1.3333
798,Comedy,Ed (1996),1.3333
799,Drama,Free Willy 3: The Rescue (1997),1.7407
800,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
801,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
802,Horror,Amityville: A New Generation (1993),1
803,Drama,Free Willy 3: The Rescue (1997),1.7407
804,Comedy,Ed (1996),1.3333
805,Comedy,Ed (1996),1.3333
806,Drama,Free Willy 3: The Rescue (1997),1.7407
807,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
808,Drama,Free Willy 3: The Rescue (1997),1.7407
809,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
810,Comedy,Ed (1996),1.3333
811,Drama,Free Willy 3: The Rescue (1997),1.7407
812,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
813,Comedy,Ed (1996),1.3333
814,Horror,Amityville: A New Generation (1993),1
815,Drama,Free Willy 3: The Rescue (1997),1.7407
816,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
817,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
818,Drama,Free Willy 3: The Rescue (1997),1.7407
819,Drama,Free Willy 3: The Rescue (1997),1.7407
820,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
821,Drama,Free Willy 3: The Rescue (1997),1.7407
822,Comedy,Ed (1996),1.3333
823,Drama,Free Willy 3: The Rescue (1997),1.7407
824,Drama,Free Willy 3: The Rescue (1997),1.7407
825,Drama,Free Willy 3: The Rescue (1997),1.7407
826,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
827,Drama,Free Willy 3: The Rescue (1997),1.7407
828,Drama,Free Willy 3: The Rescue (1997),1.7407
829,Drama,Free Willy 3: The Rescue (1997),1.7407
830,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
831,Drama,Free Willy 3: The Rescue (1997),1.7407
832,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
833,Drama,Free Willy 3: The Rescue (1997),1.7407
834,Drama,Free Willy 3: The Rescue (1997),1.7407
835,Drama,Free Willy 3: The Rescue (1997),1.7407
836,Drama,Free Willy 3: The Rescue (1997),1.7407
837,Drama,Free Willy 3: The Rescue (1997),1.7407
838,Drama,Free Willy 3: The Rescue (1997),1.7407
839,Drama,Free Willy 3: The Rescue (1997),1.7407
840,Drama,Free Willy 3: The Rescue (1997),1.7407
841,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
842,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
843,Drama,Free Willy 3: The Rescue (1997),1.7407
844,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
845,Drama,Free Willy 3: The Rescue (1997),1.7407
846,Drama,Free Willy 3: The Rescue (1997),1.7407
847,Comedy,Ed (1996),1.3333
848,Drama,Free Willy 3: The Rescue (1997),1.7407
849,Drama,Free Willy 3: The Rescue (1997),1.7407
850,Comedy,Ed (1996),1.3333
851,Drama,Free Willy 3: The Rescue (1997),1.7407
852,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
853,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
854,Drama,Free Willy 3: The Rescue (1997),1.7407
855,Drama,Free Willy 3: The Rescue (1997),1.7407
856,Drama,Free Willy 3: The Rescue (1997),1.7407
857,Drama,Free Willy 3: The Rescue (1997),1.7407
858,Drama,Free Willy 3: The Rescue (1997),1.7407
859,Drama,Free Willy 3: The Rescue (1997),1.7407
860,Drama,Free Willy 3: The Rescue (1997),1.7407
861,Drama,Free Willy 3: The Rescue (1997),1.7407
862,Drama,Free Willy 3: The Rescue (1997),1.7407
863,Drama,Free Willy 3: The Rescue (1997),1.7407
864,Drama,Free Willy 3: The Rescue (1997),1.7407
865,Comedy,Ed (1996),1.3333
866,Drama,Free Willy 3: The Rescue (1997),1.7407
867,Drama,Free Willy 3: The Rescue (1997),1.7407
868,Comedy,Ed (1996),1.3333
869,Drama,Free Willy 3: The Rescue (1997),1.7407
870,Drama,Free Willy 3: The Rescue (1997),1.7407
871,Drama,Free Willy 3: The Rescue (1997),1.7407
872,Comedy,Ed (1996),1.3333
873,Drama,Free Willy 3: The Rescue (1997),1.7407
874,Drama,Free Willy 3: The Rescue (1997),1.7407
875,Drama,Free Willy 3: The Rescue (1997),1.7407
876,Drama,Free Willy 3: The Rescue (1997),1.7407
877,Drama,Free Willy 3: The Rescue (1997),1.7407
878,Drama,Free Willy 3: The Rescue (1997),1.7407
879,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
880,Comedy,Ed (1996),1.3333
881,Comedy,Ed (1996),1.3333
882,Comedy,Ed (1996),1.3333
883,Drama,Free Willy 3: The Rescue (1997),1.7407
884,Drama,Free Willy 3: The Rescue (1997),1.7407
885,Comedy,Ed (1996),1.3333
886,Drama,Free Willy 3: The Rescue (1997),1.7407
887,Comedy,Ed (1996),1.3333
888,Romance,Vampire in Brooklyn (1995),1.8333
889,Drama,Free Willy 3: The Rescue (1997),1.7407
890,Drama,Free Willy 3: The Rescue (1997),1.7407
891,Drama,Free Willy 3: The Rescue (1997),1.7407
892,Comedy,Ed (1996),1.3333
893,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
894,Drama,Free Willy 3: The Rescue (1997),1.7407
895,Romance,Vampire in Brooklyn (1995),1.8333
896,Drama,Free Willy 3: The Rescue (1997),1.7407
897,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
898,Drama,Free Willy 3: The Rescue (1997),1.7407
899,Drama,Free Willy 3: The Rescue (1997),1.7407
900,Drama,Free Willy 3: The Rescue (1997),1.7407
901,Comedy,Ed (1996),1.3333
902,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
903,Drama,Free Willy 3: The Rescue (1997),1.7407
904,Romance,Vampire in Brooklyn (1995),1.8333
905,Drama,Free Willy 3: The Rescue (1997),1.7407
906,Drama,Free Willy 3: The Rescue (1997),1.7407
907,Drama,Free Willy 3: The Rescue (1997),1.7407
908,Drama,Free Willy 3: The Rescue (1997),1.7407
909,Drama,Free Willy 3: The Rescue (1997),1.7407
910,Drama,Free Willy 3: The Rescue (1997),1.7407
911,Comedy,Ed (1996),1.3333
912,Drama,Free Willy 3: The Rescue (1997),1.7407
913,Drama,Free Willy 3: The Rescue (1997),1.7407
914,Romance,Vampire in Brooklyn (1995),1.8333
915,Drama,Free Willy 3: The Rescue (1997),1.7407
916,Drama,Free Willy 3: The Rescue (1997),1.7407
917,Drama,Free Willy 3: The Rescue (1997),1.7407
918,Drama,Free Willy 3: The Rescue (1997),1.7407
919,Drama,Free Willy 3: The Rescue (1997),1.7407
920,Drama,Free Willy 3: The Rescue (1997),1.7407
921,Comedy,Theodore Rex (1995),1.4
922,Comedy,Ed (1996),1.3333
923,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
924,Drama,Free Willy 3: The Rescue (1997),1.7407
925,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
926,Drama,Free Willy 3: The Rescue (1997),1.7407
927,Comedy,Ed (1996),1.3333
928,Drama,Free Willy 3: The Rescue (1997),1.7407
929,Drama,Free Willy 3: The Rescue (1997),1.7407
930,Comedy,Ed (1996),1.3333
931,Drama,Free Willy 3: The Rescue (1997),1.7407
932,Drama,Free Willy 3: The Rescue (1997),1.7407
933,Comedy,Ed (1996),1.3333
934,Drama,Free Willy 3: The Rescue (1997),1.7407
935,Drama,Free Willy 3: The Rescue (1997),1.7407
936,Drama,Free Willy 3: The Rescue (1997),1.7407
937,Drama,Free Willy 3: The Rescue (1997),1.7407
938,Comedy,Ed (1996),1.3333
939,Drama,Free Willy 3: The Rescue (1997),1.7407
940,Drama,Free Willy 3: The Rescue (1997),1.7407
941,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
942,Drama,Free Willy 3: The Rescue (1997),1.7407
943,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
