movie_id,avg_rating,rating_count,title
951,2.8205,39,"Indian in the Cupboard, The (1995)"
307,3.516,188,"Devil's Advocate, The (1997)"
620,3.093,43,"Chamber, The (1996)"
682,3.06,100,I Know What You Did Last Summer (1997)
445,3.5,22,"Body Snatcher, The (1945)"
1565,1,1,Daens (1992)
871,2.4,75,Vegas Vacation (1997)
1490,3,3,Fausto (1993)
193,3.9172,157,"Right Stuff, The (1983)"
863,3.9167,24,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)"
466,3.5962,52,Red Rock West (1992)
1085,3,11,Carried Away (1996)
904,3.45,20,Ma vie en rose (My Life in Pink) (1997)
1103,3.7895,19,Trust (1990)
38,3.0083,120,"Net, The (1995)"
606,4.0455,66,All About Eve (1950)
1135,2.9783,46,"Doors, The (1991)"
319,3.2738,168,Everyone Says I Love You (1996)
392,3.5441,68,"Man Without a Face, The (1993)"
298,3.768,194,Face/Off (1997)
187,4.1866,209,"Godfather: Part II, The (1974)"
1514,3.1429,7,Dream With the Fishes (1997)
1238,3.125,8,Full Speed (1996)
1388,3.3333,6,Gabbeh (1996)
668,2.1667,6,Blood Beach (1981)
788,1.6667,3,Relative Fear (1994)
1452,4,1,Lady of Burlesque (1943)
1380,2.3333,6,Hollow Reed (1996)
84,3,18,Robert A. Heinlein's The Puppet Masters (1994)
94,3.0876,137,Home Alone (1990)
1157,2.88,25,"Relic, The (1997)"
141,3.5,72,"20,000 Leagues Under the Sea (1954)"
575,2.5455,44,City Slickers II: The Legend of Curly's Gold (1994)
1409,2.8571,7,"Swan Princess, The (1994)"
412,2.3978,93,"Very Brady Sequel, A (1996)"
1666,2,1,Ripe (1996)
396,2.8148,54,Serial Mom (1994)
1571,1,1,Touki Bouki (Journey of the Hyena) (1973)
1483,3.4167,12,"Man in the Iron Mask, The (1998)"
978,2.5185,27,Heaven's Prisoners (1996)
119,4.5,4,Maya Lin: A Strong Clear Vision (1994)
1633,3,1,� k�ldum klaka (Cold Fever) (1994)
581,3.2203,59,Kalifornia (1993)
163,3.5543,92,"Return of the Pink Panther, The (1974)"
1621,1,1,Butterfly Kiss (1995)
709,4.0288,104,Strictly Ballroom (1992)
62,3.1417,127,Stargate (1994)
573,2.9394,33,Body Snatchers (1993)
1673,3,1,Mirage (1995)
487,4.1029,68,Roman Holiday (1953)
1382,2,4,"Bonheur, Le (1965)"
938,2.88,25,"Smile Like Yours, A (1997)"
955,3.4082,49,Before Sunrise (1995)
1682,3,1,Scream of Stone (Schrei aus Stein) (1991)
1304,2.5,2,New York Cop (1996)
1298,3.6667,9,"Band Wagon, The (1953)"
821,3.0455,22,Mrs. Winterbourne (1996)
124,4.0535,187,Lone Star (1996)
817,2.6667,3,Frisk (1995)
568,3.6478,230,Speed (1994)
923,4.1552,58,Raise the Red Lantern (1991)
1160,3.6154,26,Love! Valour! Compassion! (1997)
318,4.4664,298,Schindler's List (1993)
138,2.5789,19,D3: The Mighty Ducks (1996)
24,3.4483,174,Rumble in the Bronx (1995)
1649,3,1,"Big One, The (1997)"
710,3.5696,79,Better Off Dead... (1985)
946,3.1475,61,"Fox and the Hound, The (1981)"
32,3.7901,81,Crumb (1994)
164,3.5894,151,"Abyss, The (1989)"
924,3.4,85,White Squall (1996)
784,1,2,Beyond Bedlam (1993)
1083,2.5,6,Albino Alligator (1996)
545,1.8333,12,Vampire in Brooklyn (1995)
1369,2.75,4,"Forbidden Christ, The (Cristo proibito, Il) (1950)"
1395,2.3333,6,Hurricane Streets (1998)
847,3.7273,55,Looking for Richard (1996)
905,3.2222,27,Great Expectations (1998)
1420,1.3333,3,Gilligan's Island: The Movie (1998)
798,2.2222,9,Bad Company (1995)
993,3.5152,66,Hercules (1997)
651,4.076,171,Glory (1989)
115,3.7333,15,"Haunted World of Edward D. Wood Jr., The (1995)"
1278,3.625,16,Selena (1997)
271,3.2322,211,Starship Troopers (1997)
743,1.9487,39,"Crow: City of Angels, The (1996)"
1136,3.4828,29,Ghosts of Mississippi (1996)
453,1.9375,16,Jaws 3-D (1983)
1184,2.5,10,"Endless Summer 2, The (1994)"
888,3.4667,15,One Night Stand (1997)
1512,4,6,"World of Apu, The (Apur Sansar) (1959)"
1133,2.9667,30,Escape to Witch Mountain (1975)
1568,1,1,Vermont Is For Lovers (1992)
1018,3.1875,32,Tie Me Up! Tie Me Down! (1990)
607,3.9697,66,Rebecca (1940)
740,3.4762,63,Jane Eyre (1996)
741,3.4483,58,"Last Supper, The (1995)"
256,3.5625,16,When the Cats Away (Chacun cherche son chat) (1996)
627,3.2267,75,Robin Hood: Prince of Thieves (1991)
1129,3.5714,28,Chungking Express (1994)
617,3.7778,18,"Blue Angel, The (Blaue Engel, Der) (1930)"
940,2.3438,32,Airheads (1994)
203,3.8681,182,Unforgiven (1992)
1285,3.1333,15,Princess Caraboo (1994)
1393,2.1111,9,Stag (1997)
1066,3,16,Balto (1995)
959,3.4688,64,Dazed and Confused (1993)
588,3.7921,202,Beauty and the Beast (1991)
30,3.9459,37,Belle de jour (1967)
1475,2.875,8,Bhaji on the Beach (1993)
1596,2,1,Nemesis 2: Nebula (1995)
1371,1.5,2,"Machine, The (1994)"
132,4.0772,246,"Wizard of Oz, The (1939)"
402,3.4647,170,Ghost (1990)
63,3.0976,82,"Santa Clause, The (1994)"
768,3.0769,52,Casper (1995)
725,2.75,16,Exit to Eden (1994)
1206,2.6842,19,Amos & Andrew (1993)
1545,2.5,4,Frankie Starlight (1995)
1202,3.5,8,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)"
1434,2.5,10,Shooting Fish (1997)
973,3.5,4,Grateful Dead (1995)
761,3.0455,44,Nick of Time (1995)
708,3.4752,101,"Sex, Lies, and Videotape (1989)"
258,3.8035,509,Contact (1997)
1102,2.4286,7,Two Much (1996)
1458,4,1,"Damsel in Distress, A (1937)"
1603,3,1,Angela (1995)
808,2.8387,31,"Program, The (1993)"
1357,2.6667,3,For the Moment (1994)
714,3.2308,13,Carrington (1995)
999,2.8,10,Clean Slate (1994)
154,3.7471,174,Monty Python's Life of Brian (1979)
304,3.5369,149,Fly Away Home (1996)
789,3.5745,47,Swimming with Sharks (1995)
1642,4.5,2,Some Mother's Son (1996)
451,3.3471,170,Grease (1978)
586,2.6765,34,Terminal Velocity (1994)
56,4.0609,394,Pulp Fiction (1994)
1392,2,5,"Locusts, The (1997)"
1465,2.3333,3,Last Summer in the Hamptons (1995)
1469,3.1667,12,Tom and Huck (1995)
1499,3.25,4,Grosse Fatigue (1994)
998,2.5625,16,Cabin Boy (1994)
1224,2.6667,12,"Scout, The (1994)"
1530,2,5,Jefferson in Paris (1995)
1586,1,1,Lashou shentan (1992)
1385,2.8,5,Roseanna's Grave (For Roseanna) (1997)
578,3.1522,92,Demolition Man (1993)
1005,3.6818,22,"Double vie de V�ronique, La (Double Life of Veronique, The) (1991)"
385,3.5625,208,True Lies (1994)
1056,3.2,10,Cronos (1992)
957,2,2,Pushing Hands (1992)
889,3.3846,13,"Tango Lesson, The (1997)"
528,4.1322,121,"Killing Fields, The (1984)"
1233,3.5,6,N�nette et Boni (1996)
1529,2.8,5,Underground (1995)
516,3.9683,63,Local Hero (1983)
1511,3.2,5,Children of the Revolution (1996)
635,2.7391,23,"Fog, The (1980)"
643,3,4,The Innocent (1994)
543,3.619,21,"Mis�rables, Les (1995)"
921,3.9783,46,Farewell My Concubine (1993)
362,2.8214,28,Blues Brothers 2000 (1998)
65,3.5391,115,What's Eating Gilbert Grape (1993)
1050,3.6512,43,"Ghost and Mrs. Muir, The (1947)"
1268,3.3,10,Bitter Moon (1992)
1623,4,3,"C�r�monie, La (1995)"
1605,3,4,Love Serenade (1996)
1560,2.75,4,Clean Slate (Coup de Torchon) (1981)
765,2.8125,32,Boomerang (1992)
907,2,2,Vermin (1998)
653,3.9118,34,Touch of Evil (1958)
1502,1.5,2,Naked in New York (1994)
481,3.9365,63,"Apartment, The (1960)"
344,3.6545,55,"Apostle, The (1997)"
334,3.3594,64,U Turn (1997)
1418,3.6667,3,"Joy Luck Club, The (1993)"
1158,4,4,"Fille seule, La (A Single Girl) (1995)"
631,3.6218,119,"Crying Game, The (1992)"
960,3.24,25,Naked (1993)
551,2.4167,24,Lord of Illusions (1995)
787,3.2308,13,Roommates (1995)
1162,1.6,5,Phat Beach (1996)
1194,4.0645,31,Once Were Warriors (1994)
1353,2.6,5,1-900 (1994)
865,3.4762,21,"Ice Storm, The (1997)"
404,3.6733,101,Pinocchio (1940)
1183,2.2105,19,"Cowboy Way, The (1994)"
150,3.828,157,Swingers (1996)
413,2.6364,55,Tales from the Crypt Presents: Bordello of Blood (1996)
1106,3,4,"Newton Boys, The (1998)"
1554,3,2,Safe Passage (1994)
826,2.575,80,"Phantom, The (1996)"
1107,3.0556,18,Beyond Rangoon (1995)
281,3.1438,146,"River Wild, The (1994)"
1433,2,2,Men of Means (1998)
1601,1,1,Office Killer (1997)
1550,3,2,Destiny Turns on the Radio (1995)
790,2.9091,66,Tommy Boy (1995)
503,3.641,39,"Candidate, The (1972)"
1518,3,12,Losing Isaiah (1995)
1249,2.8333,12,For Love or Money (1993)
1014,3.0612,98,Romy and Michele's High School Reunion (1997)
827,2.7719,57,Daylight (1996)
27,3.1053,57,Bad Boys (1995)
342,2.9231,52,"Man Who Knew Too Little, The (1997)"
457,1.7407,27,Free Willy 3: The Rescue (1997)
108,3.0769,65,Kids in the Hall: Brain Candy (1996)
1482,4,1,"Gate of Heavenly Peace, The (1995)"
235,2.8479,217,Mars Attacks! (1996)
1534,2.1667,6,Twin Town (1997)
424,1.3158,19,Children of the Corn: The Gathering (1996)
704,3.0417,24,"House of the Spirits, The (1993)"
1598,2.5,6,City of Industry (1997)
577,2.2195,41,Coneheads (1993)
1150,3.1111,9,Last Dance (1996)
1431,3.4,5,Legal Deceit (1997)
206,3.38,50,Akira (1988)
1325,1,1,August (1996)
1256,2,3,"Designated Mourner, The (1997)"
756,2.8984,128,Father of the Bride Part II (1995)
127,4.2833,413,"Godfather, The (1972)"
171,3.8769,65,Delicatessen (1991)
1306,3,2,Delta of Venus (1994)
339,3.2553,47,Mad City (1997)
1019,3.9677,31,"Die xue shuang xiong (Killer, The) (1989)"
699,3.6765,102,Little Women (1994)
1221,3.4872,39,When a Man Loves a Woman (1994)
159,3.2277,101,Basic Instinct (1992)
1076,2.25,12,"Pagemaster, The (1994)"
1486,1,1,Girl in the Cadillac (1995)
1547,3,2,"Show, The (1995)"
1389,3,3,Mondo (1996)
175,3.8173,208,Brazil (1985)
637,3.0263,38,"Howling, The (1981)"
1532,2,2,Foreign Student (1994)
1544,2.6667,3,It Takes Two (1995)
1218,3.4615,26,Friday (1995)
109,3.4308,130,Mystery Science Theater 3000: The Movie (1996)
739,3.3232,164,Pretty Woman (1990)
1293,5,3,Star Kid (1997)
1236,3,1,"Other Voices, Other Rooms (1997)"
129,3.8217,129,Bound (1996)
530,4.025,80,"Man Who Would Be King, The (1975)"
660,3.7647,153,Fried Green Tomatoes (1991)
893,2.4286,14,For Richer or Poorer (1997)
1193,3.8,10,Before the Rain (Pred dozhdot) (1994)
53,2.9531,128,Natural Born Killers (1994)
987,2.5,4,Underworld (1997)
878,2.5152,33,That Darn Cat! (1997)
110,2.5161,31,Operation Dumbo Drop (1995)
91,3.5874,143,"Nightmare Before Christmas, The (1993)"
128,3.5385,65,Supercop (1992)
363,2.7234,47,Sudden Death (1995)
1425,2.6,10,I'll Do Anything (1994)
251,4.2609,46,Shall We Dance? (1996)
744,3.4565,92,Michael Collins (1996)
1052,2.28,25,Dracula: Dead and Loving It (1995)
778,3.5526,76,Don Juan DeMarco (1995)
819,2.7,40,Eddie (1996)
310,3.6,145,"Rainmaker, The (1997)"
849,2.717,53,Days of Thunder (1990)
247,1.8,5,Turbo: A Power Rangers Movie (1997)
796,3.0833,36,Speechless (1994)
1351,2,3,Lover's Knot (1996)
919,3.7917,96,"City of Lost Children, The (1995)"
214,3.3509,114,Pink Floyd - The Wall (1982)
429,3.9381,97,"Day the Earth Stood Still, The (1951)"
1505,4,1,Killer: A Journal of Murder (1995)
117,3.6931,378,"Rock, The (1996)"
520,4.1048,124,"Great Escape, The (1963)"
1675,3,1,"Sunchaser, The (1996)"
113,4.1111,9,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)"
848,3.5556,9,"Murder, My Sweet (1944)"
642,3.4831,89,"Grifters, The (1990)"
1567,1,1,Careful (1992)
835,3.8667,15,"Gay Divorcee, The (1934)"
1624,2,1,Hush (1998)
864,3.1628,86,My Fellow Americans (1996)
1476,2,1,Raw Deal (1948)
774,2.9375,32,"Prophecy, The (1995)"
508,3.5953,215,"People vs. Larry Flynt, The (1996)"
1471,2.4444,9,Hideaway (1995)
490,4.02,50,To Catch a Thief (1955)
1562,1,1,"Eye of Vichy, The (Oeil de Vichy, L') (1993)"
852,1,1,"Bloody Child, The (1996)"
553,3.2857,63,"Walk in the Clouds, A (1995)"
639,3.7,40,"Tin Drum, The (Blechtrommel, Die) (1979)"
1566,1,1,"Man from Down Under, The (1943)"
1639,4.3333,3,Bitter Sugar (Azucar Amargo) (1996)
1457,3,1,Love Is All There Is (1996)
1470,2.6,5,Gumby: The Movie (1995)
1250,1.5,6,Best of the Best 3: No Turning Back (1995)
1015,2.8333,12,Shiloh (1997)
140,3.2131,61,Homeward Bound: The Incredible Journey (1993)
1032,2.875,16,Little Big League (1994)
1196,3,3,"Savage Nights (Nuits fauves, Les) (1992)"
398,2.0769,26,Super Mario Bros. (1993)
83,4.0625,176,Much Ado About Nothing (1993)
1542,3,2,"Scarlet Letter, The (1926)"
1172,3.6667,15,"Women, The (1939)"
1226,3.375,32,Night Falls on Manhattan (1997)
1155,3.3333,3,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)"
1333,2.8,5,Midnight Dancers (Sibak) (1994)
478,4.1154,104,"Philadelphia Story, The (1940)"
587,3.5714,14,"Hour of the Pig, The (1993)"
1422,2.25,4,Suture (1993)
246,3.9355,124,Chasing Amy (1997)
479,4.2514,179,Vertigo (1958)
694,4.0455,44,Persuasion (1995)
1322,2.3333,6,Metisse (Caf� au Lait) (1993)
991,2.24,25,Keys to Tulsa (1997)
565,2.6818,22,Village of the Damned (1995)
1555,2.6,5,"Secret Adventures of Tom Thumb, The (1993)"
1352,1,1,Shadow of Angels (Schatten der Engel) (1976)
613,4.037,27,My Man Godfrey (1936)
690,3.4581,155,Seven Years in Tibet (1997)
906,3.1905,21,Oscar & Lucinda (1997)
1335,2.6364,11,American Buffalo (1996)
566,3.5698,179,Clear and Present Danger (1994)
488,4.2,65,Sunset Blvd. (1950)
926,2.703,101,Down Periscope (1996)
677,3,1,Fire on the Mountain (1996)
1171,3.1429,14,Wild Reeds (1994)
1436,2.5,2,Mr. Jones (1993)
1637,3,1,Girls Town (1996)
253,3.6923,26,"Pillow Book, The (1995)"
1636,4,1,Brothers in Trouble (1995)
723,3.1471,34,Boys on the Side (1995)
1088,2.2308,13,Double Team (1997)
650,3.5417,72,"Seventh Seal, The (Sjunde inseglet, Det) (1957)"
1595,2,1,Shopping (1994)
330,3.0244,41,187 (1997)
929,2.7,40,Harriet the Spy (1996)
1398,4.5,2,Anna (1996)
327,3.3771,175,Cop Land (1997)
80,2.7647,68,Hot Shots! Part Deux (1993)
139,2.78,50,"Love Bug, The (1969)"
1147,3.6667,21,My Family (1995)
213,3.9851,134,"Room with a View, A (1986)"
1569,1,1,"Vie est belle, La (Life is Rosey) (1987)"
804,2.875,8,Jimmy Hollywood (1994)
840,2.6604,53,Last Man Standing (1996)
328,3.4237,295,Conspiracy Theory (1997)
1220,3.3333,30,Higher Learning (1995)
497,3.8382,68,Bringing Up Baby (1938)
1328,3.1667,6,Of Love and Shadows (1994)
13,3.4185,184,Mighty Aphrodite (1995)
379,2.9767,43,Tales From the Crypt Presents: Demon Knight (1995)
169,4.4661,118,"Wrong Trousers, The (1993)"
370,2.8205,39,Mary Reilly (1996)
1481,3,2,S.F.W. (1994)
145,2.4462,65,"Lawnmower Man, The (1992)"
351,2.7,20,"Prophecy II, The (1998)"
1100,2.625,8,What Happened Was... (1994)
1494,1,1,"Mostro, Il (1994)"
1280,2.6875,16,Gang Related (1997)
111,3.4853,272,"Truth About Cats & Dogs, The (1996)"
1072,2.4286,7,"Pyromaniac's Love Story, A (1995)"
1318,1.3333,3,Catwalk (1995)
1583,1,1,"Invitation, The (Zaproszenie) (1986)"
729,3.4815,81,Nell (1994)
1272,1.8,5,Talking About Sex (1994)
268,3.7922,255,Chasing Amy (1997)
572,2.7586,29,Blown Away (1994)
1037,2,24,Grease 2 (1982)
754,3.386,57,Red Corner (1997)
314,1,5,3 Ninjas: High Noon At Mega Mountain (1998)
523,3.9939,164,Cool Hand Luke (1967)
54,3.2404,104,Outbreak (1995)
1089,2.1316,38,Speed 2: Cruise Control (1997)
658,3.4177,79,Pump Up the Volume (1990)
75,3,5,Brother Minister: The Assassination of Malcolm X (1994)
338,2.6593,91,Bean (1997)
632,3.8966,58,Sophie's Choice (1982)
1040,2.6,25,Two if by Sea (1996)
259,2.6852,162,George of the Jungle (1997)
541,2.8776,49,Mortal Kombat (1995)
287,3.5897,78,Marvin's Room (1996)
1453,2,1,Angel on My Shoulder (1946)
1625,4,1,Nightwatch (1997)
515,4.204,201,"Boot, Das (1981)"
949,3.338,71,How to Make an American Quilt (1995)
988,2.314,86,"Beautician and the Beast, The (1997)"
254,2.4516,62,Batman & Robin (1997)
1616,4,1,Desert Winds (1995)
1602,3.3333,3,"Price Above Rubies, A (1998)"
669,1.6154,13,Body Parts (1991)
1273,2.7333,15,Color of Night (1994)
916,3.1667,18,Lost in Space (1998)
131,3.7263,95,Breakfast at Tiffany's (1961)
1455,2.5,2,"Outlaw, The (1943)"
36,2.1538,13,Mad Love (1995)
10,3.8315,89,Richard III (1995)
1188,2.7727,44,Young Guns II (1990)
965,3.6667,21,Funny Face (1957)
657,4.2595,131,"Manchurian Candidate, The (1962)"
465,3.5647,85,"Jungle Book, The (1994)"
467,3.7917,48,"Bronx Tale, A (1993)"
898,3.2241,58,"Postman, The (1997)"
1068,3.1667,12,"Star Maker, The (Uomo delle stelle, L') (1995)"
1276,2.5,8,Sunset Park (1996)
1029,2,14,Jury Duty (1995)
854,3.375,16,Bad Taste (1987)
252,2.943,158,"Lost World: Jurassic Park, The (1997)"
1,3.8783,452,Toy Story (1995)
1027,2.6667,3,"Shooter, The (1995)"
731,3.1538,39,"Corrina, Corrina (1994)"
19,3.9565,69,Antonia's Line (1995)
263,2.1579,19,Steel (1997)
869,3,24,Fools Rush In (1997)
269,3.927,315,"Full Monty, The (1997)"
61,3.8644,59,Three Colors: White (1994)
727,3.4603,63,Immortal Beloved (1994)
157,3.6929,127,Platoon (1986)
542,2.5294,51,Pocahontas (1995)
644,3.7714,35,"Thin Blue Line, The (1988)"
430,4,93,Duck Soup (1933)
414,3.5323,62,My Favorite Year (1982)
1197,3.5556,45,"Family Thing, A (1996)"
828,2.6923,13,Alaska (1996)
1444,2.4737,19,That Darn Cat! (1965)
1417,2.5,2,"Turning, The (1992)"
1077,3.125,8,Love and a .45 (1994)
549,3.5652,92,Rob Roy (1995)
786,2.6429,14,"Perez Family, The (1995)"
985,2.8636,22,Blood & Wine (1997)
125,3.5574,244,Phenomenon (1996)
197,4.1046,239,"Graduate, The (1967)"
720,3.0233,86,First Knight (1995)
416,3.4844,64,Old Yeller (1957)
966,4.1923,26,"Affair to Remember, An (1957)"
1047,2.8358,134,Multiplicity (1996)
875,2.7358,53,She's So Lovely (1997)
1350,1.5,2,Crows and Sparrows (1949)
535,3.1667,54,Addicted to Love (1997)
380,3.3362,116,Star Trek: Generations (1994)
1638,3,1,Normal Life (1996)
605,3.3548,31,Meet Me in St. Louis (1944)
1419,2.125,16,Highlander III: The Sorcerer (1994)
1463,3.3333,3,"Boys, Les (1997)"
719,2.4138,29,Canadian Bacon (1994)
340,3.5873,189,Boogie Nights (1997)
1042,3.1429,28,Just Cause (1995)
1432,1,3,"Mighty, The (1998)"
913,2.5,2,Love and Death on Long Island (1997)
1349,1,1,Mille bolle blu (1993)
706,2.6667,6,Bad Moon (1996)
857,3,1,Paris Was a Woman (1995)
935,3.2857,7,Paradise Road (1997)
1680,2,1,Sliding Doors (1998)
211,3.9126,206,M*A*S*H (1970)
378,3.7228,101,Miracle on 34th Street (1994)
691,3.5,16,Dark City (1998)
1026,2.5,4,"Lay of the Land, The (1997)"
674,2.8958,48,Cat People (1982)
1229,2.1538,13,Poison Ivy II (1995)
1141,3.3333,9,"War Room, The (1993)"
802,2.7,40,Hard Target (1993)
1329,1,1,"Low Life, The (1994)"
1118,3.2553,47,Up in Smoke (1978)
881,2.9333,45,Money Talks (1997)
1573,2.5,2,Spirits of the Dead (Tre passi nel delirio) (1968)
49,3.321,81,I.Q. (1994)
700,2.6,15,Miami Rhapsody (1995)
1660,2,1,Small Faces (1995)
592,3.3333,9,True Crime (1995)
776,3.2222,9,Three Wishes (1995)
1487,2,5,Even Cowgirls Get the Blues (1993)
697,3.425,40,"Basketball Diaries, The (1995)"
67,3.0485,103,Ace Ventura: Pet Detective (1994)
1485,3.5,4,"Colonel Chabert, Le (1994)"
1232,2.4706,17,Madonna: Truth or Dare (1991)
1044,3.225,40,"Paper, The (1994)"
34,2.7143,7,"Doom Generation, The (1995)"
477,3.2105,95,Matilda (1996)
1653,5,1,Entertaining Angels: The Dorothy Day Story (1996)
1478,2.7222,18,Dead Presidents (1995)
537,3.6333,30,My Own Private Idaho (1991)
529,3.9785,93,My Life as a Dog (Mitt liv som hund) (1985)
918,3,8,City of Angels (1998)
742,3.6442,267,Ransom (1996)
376,2.8333,24,Houseguest (1994)
1296,3.25,20,Indian Summer (1996)
815,3.2321,112,One Fine Day (1996)
853,3.8571,14,Braindead (1992)
1491,3,2,Tough and Deadly (1995)
590,2,18,Hellraiser: Bloodline (1996)
1397,3.2,5,Of Human Bondage (1934)
289,2.9807,259,Evita (1996)
20,3.4167,72,Angels and Insects (1995)
1400,3.1,10,Picture Bride (1995)
199,4.1758,165,"Bridge on the River Kwai, The (1957)"
1445,2.75,4,Ladybird Ladybird (1994)
427,4.2922,219,To Kill a Mockingbird (1962)
630,3.2903,31,"Great Race, The (1965)"
666,2.4,5,Blood For Dracula (Andy Warhol's Dracula) (1974)
1334,1,2,Somebody to Love (1994)
521,3.8333,120,"Deer Hunter, The (1978)"
748,3.1234,316,"Saint, The (1997)"
654,4.1361,147,Chinatown (1974)
816,2.4286,21,Candyman: Farewell to the Flesh (1995)
195,3.9336,301,"Terminator, The (1984)"
1644,1.5,2,Sudden Manhattan (1996)
242,3.9915,117,Kolya (1996)
633,4.058,69,"Christmas Carol, A (1938)"
877,2.5385,52,Excess Baggage (1997)
1178,2.4737,19,Major Payne (1994)
356,3.3814,97,"Client, The (1994)"
460,3,28,"Crossing Guard, The (1995)"
659,4.0783,115,Arsenic and Old Lace (1944)
500,3.9032,31,Fly Away Home (1996)
594,2.4,5,Heavy (1995)
134,4.2929,198,Citizen Kane (1941)
201,3.5169,89,Evil Dead II (1987)
1235,4,1,"Big Bang Theory, The (1994)"
837,3.92,25,Meet John Doe (1941)
670,3,36,Body Snatchers (1993)
570,3.1,50,Wyatt Earp (1994)
1654,1,1,Chairman of the Board (1998)
737,2.9831,59,Sirens (1994)
879,3.2721,136,"Peacemaker, The (1997)"
182,3.9513,226,GoodFellas (1990)
172,4.2044,367,"Empire Strikes Back, The (1980)"
1626,1,1,Nobody Loves Me (Keiner liebt mich) (1994)
511,4.2312,173,Lawrence of Arabia (1962)
773,2.9412,17,Mute Witness (1994)
1617,3,2,Hugo Pool (1997)
1472,3.5,2,"Visitors, The (Visiteurs, Les) (1993)"
1535,3,4,"Enfer, L' (1994)"
96,4.0068,295,Terminator 2: Judgment Day (1991)
184,3.431,116,Army of Darkness (1993)
492,3.8644,59,East of Eden (1955)
1668,3,1,Wedding Bell Blues (1996)
1607,3.3333,3,Hurricane Streets (1998)
767,2.1818,11,"Addiction, The (1995)"
300,3.6311,431,Air Force One (1997)
1556,2,2,Condition Red (1995)
1294,3.1429,7,Ayn Rand: A Sense of Life (1997)
407,2.5116,43,Spy Hard (1996)
1253,2.4286,7,"Tie That Binds, The (1995)"
231,2.6831,142,Batman Returns (1992)
81,3.5545,110,"Hudsucker Proxy, The (1994)"
394,3.3333,12,Radioland Murders (1994)
1336,1.8,10,Kazaam (1996)
1105,2.8333,18,Firestorm (1998)
227,3.2795,161,Star Trek VI: The Undiscovered Country (1991)
436,3.5354,99,"American Werewolf in London, An (1981)"
29,2.6667,114,Batman Forever (1995)
1277,3.4211,19,Set It Off (1996)
814,5,1,"Great Day in Harlem, A (1994)"
1237,3.5,6,Twisted (1996)
845,3.4659,176,That Thing You Do! (1996)
486,3.7969,64,Sabrina (1954)
1045,3.24,25,Fearless (1993)
288,3.4414,478,Scream (1996)
652,3.8889,90,Rosencrantz and Guildenstern Are Dead (1990)
1101,3.7703,74,Six Degrees of Separation (1993)
1288,3,7,Denise Calls Up (1995)
894,1.8947,19,Home Alone 3 (1997)
1477,2.5,2,Nightwatch (1997)
1466,4,6,Margaret's Museum (1995)
1405,3.3333,6,Boy's Life 2 (1997)
1641,3,1,Dadetown (1995)
533,3.6667,15,"Daytrippers, The (1996)"
1341,1,1,Hedd Wyn (1992)
964,3.3333,9,"Month by the Lake, A (1995)"
1230,1.8333,18,Ready to Wear (Pret-A-Porter) (1994)
1078,2.7727,22,Oliver & Company (1988)
146,2.5,10,Unhook the Stars (1996)
69,3.8536,321,Forrest Gump (1994)
1213,2.1667,6,Guilty as Sin (1993)
431,3.5359,153,Highlander (1986)
517,3.7692,91,Manhattan (1979)
1606,2,1,Deceiver (1997)
278,3.2333,60,Bed of Roses (1996)
943,3.475,40,Killing Zoe (1994)
680,2.5588,34,Kull the Conqueror (1997)
1297,2.8333,12,Love Affair (1994)
1075,3.4286,7,"Man of No Importance, A (1994)"
762,3.3913,115,Beautiful Girls (1996)
325,2.5469,128,Crash (1996)
1091,2.7209,43,Pete's Dragon (1977)
504,3.8197,122,Bonnie and Clyde (1967)
454,2.875,16,Bastard Out of Carolina (1996)
1124,3.8333,12,"Farewell to Arms, A (1932)"
1403,2.75,4,Caro Diario (Dear Diary) (1994)
1510,3,1,Mad Dog Time (1996)
291,3.3701,127,Absolute Power (1997)
967,3.1667,12,Little Lord Fauntleroy (1936)
830,1,1,Power 98 (1995)
57,4,40,Priest (1994)
1144,3.6667,3,"Quiet Room, The (1996)"
753,3.7083,24,Burnt By the Sun (1994)
696,3.1392,79,City Hall (1996)
1561,1,1,Tigrero: A Film That Was Never Made (1994)
39,3.2644,87,Strange Days (1995)
1203,4.0476,21,Top Hat (1935)
925,3.3235,34,Unforgettable (1996)
1401,3.2222,18,M. Butterfly (1993)
1588,2,2,Salut cousin! (1996)
983,2.4,15,"Rich Man's Wife, The (1996)"
843,3,30,"Shaggy Dog, The (1959)"
1240,3.6538,26,Ghost in the Shell (Kokaku kidotai) (1995)
645,3.8148,27,Paris Is Burning (1990)
82,3.7203,261,Jurassic Park (1993)
377,2.1538,13,Heavyweights (1994)
1251,4.125,8,A Chef in Love (1996)
628,3.5148,169,Sleepers (1996)
1023,2.5806,31,Fathers' Day (1997)
498,4.1842,152,"African Queen, The (1951)"
732,3.65,180,Dave (1993)
472,3.0823,158,Dragonheart (1996)
1355,2.6667,6,Infinity (1996)
1559,1,1,Hostile Intentions (1994)
283,3.7175,177,Emma (1996)
766,3.1111,9,Man of the Year (1995)
1332,2,2,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)
749,3.1765,51,"MatchMaker, The (1997)"
1515,4,1,Wings of Courage (1995)
